DDI-MedLine.d48.s6|15-35|diethyl pyrocarbonate|drug
DDI-DrugBank.d395.s15|43-46|iron|drug
DDI-DrugBank.d395.s17|20-37|aluminum hydroxide|group
DDI-DrugBank.d395.s17|43-61|magnesium hydroxide|group
DDI-DrugBank.d395.s18|28-35|enoxacin|drug
DDI-DrugBank.d395.s20|0-11|Theophylline|drug
DDI-DrugBank.d395.s20|14-21|Enoxacin|group
DDI-DrugBank.d395.s22|21-35|adverse effects|group
DDI-DrugBank.d395.s22|68-79|theophylline|drug
DDI-DrugBank.d395.s22|85-92|enoxacin|group
DDI-DrugBank.d395.s23|10-122|Quinolones, including enoxacin, decrease the clearance of R-warfarin, the less active isomer of racemic warfarin.|group
DDI-DrugBank.d395.s25|18-33|prothrombin time|group
DDI-DrugBank.d395.s25|103-110|warfarin|drug
DDI-DrugBank.d395.s25|135-142|enoxacin|drug_n
DDI-DrugBank.d241.s0|55-60|FLOLAN|drug
DDI-DrugBank.d241.s1|100-113|anticoagulants|group
DDI-DrugBank.d241.s2|28-36|infusions|group
DDI-DrugBank.d241.s2|41-46|FLOLAN|drug_n
DDI-DrugBank.d241.s3|20-25|FLOLAN|group
DDI-DrugBank.d241.s3|41-47|digoxin|group
DDI-DrugBank.d241.s3|50-57|duretics|group
DDI-DrugBank.d241.s3|60-73|anticoagulants|group
DDI-DrugBank.d241.s3|76-92|oral vasodilators|group
DDI-DrugBank.d241.s5|21-27|digoxin|group
DDI-DrugBank.d241.s5|52-58|digoxin|drug
DDI-DrugBank.d241.s5|173-179|digoxin|drug
DDI-DrugBank.d525.s1|83-102|acetylsalicylic acid|drug
DDI-DrugBank.d525.s1|104-117|anticoagulants|group
DDI-DrugBank.d525.s1|162-173|glutethimide|drug
DDI-DrugBank.d525.s1|175-191|antifungal agents|group
DDI-DrugBank.d525.s1|193-199|aspirin|brand
DDI-DrugBank.d525.s1|245-262|acetilsalicic acid|drug
DDI-DrugBank.d525.s1|264-277|anticoagulants|group
DDI-DrugBank.d525.s1|322-333|glutethimide|drug
DDI-DrugBank.d525.s1|335-351|antifungal agents|group
DDI-DrugBank.d525.s1|353-359|aspirin|brand
DDI-DrugBank.d525.s1|405-422|acetilsalicic acid|drug
DDI-DrugBank.d525.s1|424-437|anticoagulants|group
DDI-DrugBank.d525.s1|482-493|glutethimide|drug
DDI-DrugBank.d525.s1|495-511|antifungal agents|group
DDI-DrugBank.d525.s1|513-519|aspirin|brand
DDI-DrugBank.d525.s2|8-17|eprosartan|drug
DDI-DrugBank.d525.s2|266-275|eprosartan|drug
DDI-DrugBank.d525.s3|33-46|anticoagulants|group
DDI-DrugBank.d152.s0|8-16|endocrine|group
DDI-DrugBank.d152.s3|0-23|decreased antithrombin 3|drug
DDI-DrugBank.d152.s5|10-33|thyroid binding globulin|group
DDI-DrugBank.d152.s5|80-94|thyroid hormone|group
DDI-DrugBank.d152.s6|0-57|T3 resin uptake is decreased, reflecting the elevated TBG;|drug
DDI-DrugBank.d152.s7|0-1|T4|drug
DDI-DrugBank.d152.s8|10-21|pregnanediol|group
DDI-DrugBank.d152.s9|37-66|reduced response to metyrapone|drug
DDI-DrugBank.d359.s1|0-190|Considerable caution should be exercised if PEGANONE is administered concurrently with Phenurone (phenacemide) since paranoid symptoms have been reported during therapy with this combination.|drug
DDI-DrugBank.d359.s2|34-42|hydantoin|drug
DDI-DrugBank.d359.s2|59-67|phenytoin|drug
DDI-DrugBank.d359.s2|78-85|coumarin|group
DDI-DrugBank.d359.s3|0-8|phenytoin|drug
DDI-DrugBank.d359.s4|18-31|anticoagulants|group
DDI-DrugBank.d359.s4|33-33| |group
DDI-DrugBank.d359.s4|35-156|have been reported to increase the serum levels and prolong the serum half-life of phenytoin by inhibiting its metabolism.|group
DDI-DrugBank.d359.s5|140-146|heparin|group
DDI-DrugBank.d359.s5|151-158|warfarin|group
DDI-DrugBank.d359.s6|48-55|PEGANONE|drug
DDI-DrugBank.d219.s1|0-5|NSAIDs|drug
DDI-DrugBank.d219.s1|91-104|anticoagulants|group
DDI-DrugBank.d219.s1|106-117|glutethimide|drug
DDI-DrugBank.d219.s1|119-125|aspirin|brand
DDI-DrugBank.d219.s1|127-143|clostridium toxin|drug_n
DDI-DrugBank.d219.s1|145-161|antifungal agents|group
DDI-DrugBank.d219.s2|0-5|Lodine|drug
DDI-DrugBank.d219.s2|105-110|Lodine|drug
DDI-DrugBank.d219.s4|14-20| Lodine|drug
DDI-DrugBank.d219.s4|43-49|aspirin|drug
DDI-DrugBank.d219.s6|31-78|concomitant administration of Lodine and aspirin|group
DDI-DrugBank.d219.s7|14-20|digoxin|group
DDI-DrugBank.d219.s7|37-42|Lodine|brand
DDI-DrugBank.d219.s7|193-204|cyclosporine|drug_n
DDI-DrugBank.d219.s7|207-213|digoxin|drug_n
DDI-DrugBank.d219.s7|216-227|Methotrexate|drug_n
DDI-DrugBank.d219.s8|31-42|cyclosporine|group
DDI-DrugBank.d219.s10|11-18|Etodolac|group
DDI-DrugBank.d219.s10|87-96|furosemide|drug
DDI-DrugBank.d219.s10|101-119|hydrochlorothiazide|group
DDI-DrugBank.d219.s11|86-91|Lodine|drug
DDI-DrugBank.d219.s13|32-45|anticoagulants|group
DDI-DrugBank.d219.s14|87-95|glyburide|drug
DDI-DrugBank.d219.s15|9-14|NSAIDs|drug
DDI-DrugBank.d219.s15|53-59|lithium|drug
DDI-DrugBank.d219.s15|93-99|lithium|drug
DDI-DrugBank.d219.s18|11-16|NSAIDs|group
DDI-DrugBank.d219.s19|16-29|Phenylbutazone|drug
DDI-DrugBank.d219.s19|86-93|etodolac|drug
DDI-DrugBank.d219.s20|129-142|phenylbutazone|group
DDI-DrugBank.d219.s20|168-173|groups|group
DDI-DrugBank.d219.s20|215-223|arthritic|group
DDI-DrugBank.d219.s20|229-237|rheumatic|group
DDI-DrugBank.d219.s20|385-389|group|group
DDI-DrugBank.d219.s21|11-18|Etodolac|drug
DDI-DrugBank.d219.s21|87-95|phenytoin|drug
DDI-DrugBank.d219.s23|0-5|Lodine|drug
DDI-DrugBank.d219.s23|41-46|Lodine|drug
DDI-DrugBank.d219.s23|82-87|Lodine|drug
DDI-DrugBank.d219.s23|123-128|Lodine|drug
DDI-DrugBank.d219.s23|164-169|Lodine|drug
DDI-DrugBank.d219.s23|205-210|Lodine|drug
DDI-DrugBank.d219.s23|246-251|Lodine|drug
DDI-DrugBank.d219.s23|287-292|Lodine|drug
DDI-DrugBank.d219.s23|328-333|Lodine|drug
DDI-DrugBank.d219.s23|369-374|Lodine|drug
DDI-DrugBank.d219.s23|410-415|Lodine|drug
DDI-DrugBank.d219.s23|451-456|Lodine|drug
DDI-DrugBank.d219.s24|128-133|Lodine|drug
DDI-DrugBank.d219.s25|31-38|warfarin|group
DDI-DrugBank.d219.s25|44-49|Lodine|brand
DDI-DrugBank.d219.s25|98-103|Lodine|drug
DDI-DrugBank.d219.s26|148-155|etodolac|group
DDI-DrugBank.d219.s27|0-5|Lodine|drug
DDI-DrugBank.d219.s27|7-23|urinary bilirubin|drug
DDI-DrugBank.d219.s27|25-29|urine|drug
DDI-DrugBank.d219.s27|31-40|Laboratory|drug
DDI-DrugBank.d219.s27|42-45|Test|drug
DDI-DrugBank.d219.s27|47-58|Interactions|drug
DDI-DrugBank.d219.s27|60-62|The|drug
DDI-DrugBank.d219.s27|64-68|urine|drug
DDI-DrugBank.d219.s27|70-71|of|drug
DDI-DrugBank.d219.s27|73-80|patients|drug
DDI-DrugBank.d219.s27|82-84|who|drug
DDI-DrugBank.d219.s27|86-89|take|drug
DDI-DrugBank.d219.s27|104-89||drug
DDI-DrugBank.d219.s27|108-93||drug
DDI-DrugBank.d219.s27|113-126|false-positive|drug_n
DDI-DrugBank.d219.s27|141-98||drug
DDI-DrugBank.d219.s27|149-157|bilirubin|group
DDI-DrugBank.d219.s27|160-167|urubilin|group
DDI-DrugBank.d219.s27|193-200|phenolic|group
DDI-DrugBank.d219.s27|202-134||drug
DDI-DrugBank.d219.s29|93-97|toxin|drug
DDI-DrugBank.d219.s32|20-27|etodolac|group
DDI-DrugBank.d219.s32|101-108|etodolac|brand
DDI-DrugBank.d219.s34|0-17|acetilsalicic acid|drug
DDI-DrugBank.d219.s34|19-32|anticoagulants|group
DDI-DrugBank.d219.s34|34-45|glutethimide|drug
DDI-DrugBank.d219.s34|47-53|aspirin|brand
DDI-DrugBank.d219.s34|55-71|clostridium toxin|drug_n
DDI-DrugBank.d219.s34|73-78|heroin|drug
DDI-DrugBank.d104.s0|79-92|anticoagulants|group
DDI-DrugBank.d104.s0|95-111|antifungal agents|group
DDI-DrugBank.d104.s0|114-131|antianxiety agents|group
DDI-DrugBank.d546.s0|0-9|fenoldopam|drug
DDI-DrugBank.d546.s0|11-23|beta-blockers|drug
DDI-DrugBank.d546.s0|25-34|fenoldopam|drug
DDI-DrugBank.d546.s0|36-48|beta-blockers|drug
DDI-DrugBank.d546.s0|50-64|concomitant use|drug_n
DDI-DrugBank.d546.s0|66-75|fenoldopam|drug
DDI-DrugBank.d546.s0|77-93|should be avoided|drug_n
DDI-DrugBank.d546.s1|68-75|together|group
DDI-DrugBank.d546.s1|78-86|inhibited|drug_n
DDI-DrugBank.d546.s1|88-90|the|group
DDI-DrugBank.d546.s1|123-132|fenoldopam|drug_n
DDI-DrugBank.d546.s1|134-141|together|group
DDI-DrugBank.d546.s1|144-152|inhibited|drug_n
DDI-DrugBank.d546.s1|154-156|the|group
DDI-DrugBank.d546.s1|189-198|fenoldopam|drug_n
DDI-DrugBank.d546.s1|200-207|together|group
DDI-DrugBank.d546.s1|210-218|inhibited|drug_n
DDI-DrugBank.d546.s1|220-222|the|group
DDI-DrugBank.d546.s1|255-264|fenoldopam|drug_n
DDI-DrugBank.d546.s1|266-273|together|group
DDI-DrugBank.d546.s1|276-284|inhibited|drug_n
DDI-DrugBank.d546.s1|286-288|the|group
DDI-DrugBank.d546.s1|321-330|fenoldopam|drug_n
DDI-DrugBank.d546.s1|332-339|together|group
DDI-DrugBank.d546.s1|342-350|inhibited|drug_n
DDI-DrugBank.d546.s1|352-354|the|group
DDI-DrugBank.d546.s1|387-396|fenoldopam|drug_n
DDI-DrugBank.d546.s1|398-405|together|group
DDI-DrugBank.d546.s1|408-416|inhibited|drug_n
DDI-DrugBank.d546.s1|418-420|the|group
DDI-DrugBank.d546.s2|0-25|Drug Interactions, General|drug
DDI-DrugBank.d546.s2|89-94|venous|drug_n
DDI-DrugBank.d546.s2|141-154|anticoagulants|group
DDI-DrugBank.d546.s2|157-173|antifungal agents|group
DDI-DrugBank.d546.s2|180-203|sublingual nitroglycerin|brand
DDI-DrugBank.d546.s3|0-4|There|drug
DDI-DrugBank.d546.s3|9-15|limited|group
DDI-DrugBank.d546.s3|77-90|alpha-blockers|drug
DDI-DrugBank.d546.s3|93-116|calcium channel-blockers|drug
DDI-DrugBank.d546.s3|119-132|ACE inhibitors|drug
DDI-DrugBank.d546.s3|155-167|thiazide-like|group
DDI-DrugBank.d546.s3|173-176|loop|group
DDI-DrugBank.d776.s0|0-7|DIFLUCAN|drug
DDI-DrugBank.d776.s0|76-83|DIFLUCAN|drug
DDI-DrugBank.d776.s0|85-101|antifungal agents|group
DDI-DrugBank.d776.s0|103-110|DIFLUCAN|drug
DDI-DrugBank.d776.s0|112-128|clostridium toxin|drug_n
DDI-DrugBank.d776.s0|130-137|DIFLUCAN|drug
DDI-DrugBank.d776.s0|139-155|antifungal agents|group
DDI-DrugBank.d776.s0|157-164|DIFLUCAN|drug
DDI-DrugBank.d776.s0|166-182|clostridium toxin|drug_n
DDI-DrugBank.d776.s0|184-200|antifungal agents|group
DDI-DrugBank.d776.s0|202-209|DIFLUCAN|drug
DDI-DrugBank.d776.s0|278-285|DIFLUCAN|drug
DDI-DrugBank.d776.s0|287-303|antifungal agents|group
DDI-DrugBank.d776.s0|305-312|DIFLUCAN|drug
DDI-DrugBank.d776.s0|314-330|clostridium toxin|drug_n
DDI-DrugBank.d776.s1|0-7|DIFLUCAN|drug
DDI-DrugBank.d776.s1|62-78|clostridium toxin|drug_n
DDI-DrugBank.d776.s1|84-89|heroin|drug_n
DDI-DrugBank.d776.s1|141-154|anticoagulants|group
DDI-DrugBank.d776.s1|157-173|antifungal agents|group
DDI-DrugBank.d776.s1|176-186|antibiotics|group
DDI-DrugBank.d776.s1|189-203|antidepressants|group
DDI-DrugBank.d776.s1|206-222|antifungal agents|group
DDI-DrugBank.d776.s1|225-239|anticonvulsants|group
DDI-DrugBank.d776.s1|242-258|antifungal agents|group
DDI-DrugBank.d776.s1|261-271|antibiotics|group
DDI-DrugBank.d776.s1|274-290|antifungal agents|group
DDI-DrugBank.d776.s1|293-303|antibiotics|group
DDI-DrugBank.d776.s1|306-322|antifungal agents|group
DDI-DrugBank.d776.s1|325-335|antibiotics|group
DDI-DrugBank.d776.s1|338-354|antifungal agents|group
DDI-DrugBank.d776.s1|357-367|antibiotics|group
DDI-DrugBank.d776.s1|370-386|antifungal agents|group
DDI-DrugBank.d776.s1|389-399|antibiotics|group
DDI-DrugBank.d776.s1|402-418|antifungal agents|group
DDI-DrugBank.d776.s1|421-431|antibiotics|group
DDI-DrugBank.d776.s1|434-450|antifungal agents|group
DDI-DrugBank.d776.s1|453-463|antibiotics|group
DDI-DrugBank.d776.s1|466-482|antifungal agents|group
DDI-DrugBank.d776.s2|0-17|oral hypoglycemics|drug
DDI-DrugBank.d776.s2|20-47|Coumarin-type anticoagulants|group
DDI-DrugBank.d776.s2|50-58|Phenytoin|drug
DDI-DrugBank.d776.s2|61-72|Cyclosporine|drug
DDI-DrugBank.d776.s2|75-82|Rifampin|drug
DDI-DrugBank.d776.s2|85-96|Theophylline|drug
DDI-DrugBank.d776.s2|99-109|Terfenadine|drug
DDI-DrugBank.d776.s2|112-120|Cisapride|drug
DDI-DrugBank.d776.s2|123-132|Astemizole|drug
DDI-DrugBank.d776.s2|135-143|Rifabutin|drug
DDI-DrugBank.d776.s2|146-155|Tacrolimus|drug
DDI-DrugBank.d776.s2|158-185|Short-acting benzodiazepines|group
DDI-DrugBank.d776.s2|188-205|oral hypoglycemics|drug
DDI-DrugBank.d776.s2|208-242|Clinically significant hypoglycemia|drug
DDI-DrugBank.d776.s2|245-316|may be precipitated by the use of DIFLUCAN with oral hypoglycemic agents|drug
DDI-DrugBank.d776.s2|319-336|Oral hypoglycemics|drug
DDI-DrugBank.d776.s2|339-372|used with oral hypoglycemic agents|drug
DDI-DrugBank.d776.s2|375-398|Oral hypoglycemic agents|drug
DDI-DrugBank.d776.s2|401-465|precipitated by the use of DIFLUCAN with oral hypoglycemic agents|drug
DDI-DrugBank.d776.s3|0-8|glyburide|drug
DDI-DrugBank.d776.s3|14-21|DIFLUCAN|drug_n
DDI-DrugBank.d776.s4|35-71|tolbutamide, glyburide, and glipizide|group
DDI-DrugBank.d776.s5|5-12|DIFLUCAN|drug
DDI-DrugBank.d776.s6|99-106|DIFLUCAN|brand
DDI-DrugBank.d776.s7|63-77|bleeding events|group
DDI-DrugBank.d776.s7|242-252|fluconazole|drug_n
DDI-DrugBank.d776.s8|22-37|prothrombin time|group
DDI-DrugBank.d776.s9|0-10|fluconazole|drug
DDI-DrugBank.d776.s9|12-28|antifungal agents|group
DDI-DrugBank.d776.s9|30-45|trifluorocoronol|drug
DDI-DrugBank.d776.s9|47-63|clostridium toxin|drug_n
DDI-DrugBank.d776.s9|65-75|fluconazole|drug
DDI-DrugBank.d776.s9|77-93|antifungal agents|group
DDI-DrugBank.d776.s9|95-110|trifluorocoronol|drug
DDI-DrugBank.d776.s9|112-128|clostridium toxin|drug_n
DDI-DrugBank.d776.s9|130-140|fluconazole|drug
DDI-DrugBank.d776.s9|142-158|antifungal agents|group
DDI-DrugBank.d776.s9|160-175|trifluorocoronol|drug
DDI-DrugBank.d776.s9|177-193|clostridium toxin|drug_n
DDI-DrugBank.d776.s9|195-205|fluconazole|drug
DDI-DrugBank.d776.s9|207-223|antifungal agents|group
DDI-DrugBank.d776.s9|225-240|trifluorocoronol|drug
DDI-DrugBank.d776.s9|242-258|clostridium toxin|drug_n
DDI-DrugBank.d776.s9|260-270|fluconazole|drug
DDI-DrugBank.d776.s9|272-288|antifungal agents|group
DDI-DrugBank.d776.s9|290-305|trifluorocoronol|drug
DDI-DrugBank.d776.s9|307-323|clostridium toxin|drug_n
DDI-DrugBank.d776.s9|325-335|fluconazole|drug
DDI-DrugBank.d776.s9|337-353|antifungal agents|group
DDI-DrugBank.d776.s11|0-8|phenytoin|drug
DDI-DrugBank.d776.s11|60-68|phenytoin|drug
DDI-DrugBank.d776.s12|0-10|fluconazole|drug
DDI-DrugBank.d776.s12|12-21|posaconide|drug
DDI-DrugBank.d776.s12|23-34|voriconazole|drug
DDI-DrugBank.d776.s12|95-44||drug_n
DDI-DrugBank.d776.s12|107-51||drug_n
DDI-DrugBank.d776.s12|118-58||drug_n
DDI-DrugBank.d776.s12|131-70||drug_n
DDI-DrugBank.d776.s12|138-81||drug_n
DDI-DrugBank.d776.s12|145-94||drug_n
DDI-DrugBank.d776.s12|152-101||drug_n
DDI-DrugBank.d776.s12|164-108||drug_n
DDI-DrugBank.d776.s12|175-115||drug_n
DDI-DrugBank.d776.s12|188-127||drug_n
DDI-DrugBank.d776.s12|195-138||drug_n
DDI-DrugBank.d776.s12|202-151||drug_n
DDI-DrugBank.d776.s12|209-158||drug_n
DDI-DrugBank.d776.s12|221-165||drug_n
DDI-DrugBank.d776.s12|232-172||drug_n
DDI-DrugBank.d776.s12|245-184||drug_n
DDI-DrugBank.d776.s12|252-195||drug_n
DDI-DrugBank.d776.s12|259-208||drug_n
DDI-DrugBank.d776.s12|266-215||drug_n
DDI-DrugBank.d776.s14|22-33|cyclosporine|group
DDI-DrugBank.d776.s15|28-52|Drug Interaction Studies.|drug
DDI-DrugBank.d776.s16|10-17|Rifampin|drug
DDI-DrugBank.d776.s17|0-139|Depending on clinical circumstances, consideration should be given to increasing the dose of DIFLUCAN when it is administered with rifampin.|drug
DDI-DrugBank.d776.s18|15-22|DIFLUCAN|group
DDI-DrugBank.d776.s18|63-70|DIFLUCAN|group
DDI-DrugBank.d776.s18|111-118|DIFLUCAN|group
DDI-DrugBank.d776.s18|159-166|DIFLUCAN|group
DDI-DrugBank.d776.s18|207-214|DIFLUCAN|group
DDI-DrugBank.d776.s18|255-262|DIFLUCAN|group
DDI-DrugBank.d776.s18|303-310|DIFLUCAN|group
DDI-DrugBank.d776.s18|351-358|DIFLUCAN|group
DDI-DrugBank.d776.s18|399-406|DIFLUCAN|group
DDI-DrugBank.d776.s18|447-454|DIFLUCAN|group
DDI-DrugBank.d776.s18|495-502|DIFLUCAN|group
DDI-DrugBank.d776.s18|543-550|DIFLUCAN|group
DDI-DrugBank.d776.s18|591-598|DIFLUCAN|group
DDI-DrugBank.d776.s18|639-646|DIFLUCAN|group
DDI-DrugBank.d776.s19|28-39|theophylline|drug
DDI-DrugBank.d776.s19|91-102|theophylline|drug
DDI-DrugBank.d776.s20|0-10|terfenadine|drug
DDI-DrugBank.d776.s20|177-187|terfenadine|drug
DDI-DrugBank.d776.s20|354-364|terfenadine|drug
DDI-DrugBank.d776.s20|531-541|terfenadine|drug
DDI-DrugBank.d776.s20|708-718|terfenadine|drug
DDI-DrugBank.d776.s20|885-895|terfenadine|drug
DDI-DrugBank.d776.s21|15-46|200-mg daily dose of fluconazole|group
DDI-DrugBank.d776.s22|19-61|400-mg and 800-mg daily dose of fluconazole|group
DDI-DrugBank.d776.s23|20-30|fluconazole|drug
DDI-DrugBank.d776.s23|67-77|terfenadine|drug_n
DDI-DrugBank.d776.s24|24-34|fluconazole|group
DDI-DrugBank.d776.s24|72-82|terfenadine|brand
DDI-DrugBank.d776.s26|30-40|fluconazole|group
DDI-DrugBank.d776.s26|64-72|cisapride|group
DDI-DrugBank.d776.s26|131-139|cisapride|group
DDI-DrugBank.d776.s27|20-30|fluconazole|drug
DDI-DrugBank.d776.s27|37-45|cisapride|group
DDI-DrugBank.d776.s29|86-102|antifungal agents|group
DDI-DrugBank.d776.s30|40-57|acetilsalicic acid|drug
DDI-DrugBank.d776.s30|59-70|glutethimide|drug
DDI-DrugBank.d776.s30|72-78|aspirin|drug
DDI-DrugBank.d776.s30|80-93|anticoagulants|group
DDI-DrugBank.d776.s30|95-111|antifungal agents|group
DDI-DrugBank.d776.s30|113-129|clostridium toxin|drug_n
DDI-DrugBank.d776.s30|131-136|heroin|drug_n
DDI-DrugBank.d776.s31|82-90|rifabutin|drug
DDI-DrugBank.d776.s32|19-27|rifabutin|group
DDI-DrugBank.d776.s32|33-43|fluconazole|group
DDI-DrugBank.d776.s33|90-99|tocrolimus|drug
DDI-DrugBank.d776.s34|19-26|taclimus|group
DDI-DrugBank.d776.s34|32-42|fluconazole|group
DDI-DrugBank.d776.s35|0-8|midazolam|drug
DDI-DrugBank.d776.s35|10-20|fluconazole|drug
DDI-DrugBank.d776.s35|22-30|midazolam|drug
DDI-DrugBank.d776.s35|32-42|fluconazole|drug_n
DDI-DrugBank.d776.s36|15-23|midazolam|group
DDI-DrugBank.d776.s36|88-98|fluconazole|drug_n
DDI-DrugBank.d776.s36|110-120|fluconazole|drug_n
DDI-DrugBank.d776.s38|0-10|Fluconazole|drug
DDI-DrugBank.d776.s38|40-56|ethinyl estradiol|drug
DDI-DrugBank.d776.s38|63-76|levonorgestrel|drug
DDI-DrugBank.d776.s38|146-162|ethinyl estradiol|drug
DDI-DrugBank.d776.s38|168-181|levonorgestrel|drug
DDI-DrugBank.d776.s38|251-267|ethinyl estradiol|drug
DDI-DrugBank.d776.s38|273-286|levonorgestrel|drug
DDI-DrugBank.d776.s38|356-372|ethinyl estradiol|drug
DDI-DrugBank.d776.s38|378-391|levonorgestrel|drug
DDI-DrugBank.d776.s38|461-477|ethinyl estradiol|drug
DDI-DrugBank.d776.s38|483-496|levonorgestrel|drug
DDI-DrugBank.d776.s38|566-582|ethinyl estradiol|drug
DDI-DrugBank.d776.s38|588-601|levonorgestrel|drug
DDI-DrugBank.d776.s38|671-687|ethinyl estradiol|drug
DDI-DrugBank.d776.s38|693-706|levonorgestrel|drug
DDI-DrugBank.d776.s39|68-84|ethinyl estradiol|drug
DDI-DrugBank.d776.s39|90-103|levonorgestrel|drug
DDI-DrugBank.d776.s41|29-39|fluconazole|drug_n
DDI-DrugBank.d776.s41|71-87|ethinyl estradiol|drug
DDI-DrugBank.d776.s41|93-106|levonorgestrel|drug
DDI-DrugBank.d776.s41|135-145|fluconazole|drug_n
DDI-DrugBank.d776.s41|167-183|ethinyl estradiol|drug
DDI-DrugBank.d776.s41|188-201|levonorgestrel|drug
DDI-DrugBank.d776.s43|0-10|fluconazole|drug
DDI-DrugBank.d776.s43|12-28|antifungal agents|group
DDI-DrugBank.d776.s43|30-46|clostridium toxin|drug_n
DDI-DrugBank.d776.s43|48-65|acetilsalicic acid|drug
DDI-DrugBank.d776.s43|67-80|anticoagulants|group
DDI-DrugBank.d776.s43|82-93|glutethimide|drug_n
DDI-DrugBank.d776.s43|95-101|aspirin|drug
DDI-DrugBank.d776.s43|103-119|antifungal agents|group
DDI-DrugBank.d776.s43|121-137|clostridium toxin|drug_n
DDI-DrugBank.d776.s43|171-187|antifungal agents|group
DDI-DrugBank.d776.s43|189-205|clostridium toxin|drug_n
DDI-DrugBank.d776.s43|207-224|acetilsalicic acid|drug
DDI-DrugBank.d776.s43|226-239|anticoagulants|group
DDI-DrugBank.d776.s43|241-252|glutethimide|drug_n
DDI-DrugBank.d776.s43|254-260|aspirin|drug
DDI-DrugBank.d776.s43|262-278|antifungal agents|group
DDI-DrugBank.d776.s43|280-296|clostridium toxin|drug_n
DDI-DrugBank.d776.s43|330-347|acetilsalicic acid|drug
DDI-DrugBank.d776.s43|349-362|anticoagulants|group
DDI-DrugBank.d776.s43|364-375|glutethimide|drug_n
DDI-DrugBank.d78.s0|0-7|Antacids|drug
DDI-DrugBank.d78.s0|10-19|Sucralfate|drug
DDI-DrugBank.d78.s0|22-34|Metal Cations|drug
DDI-DrugBank.d78.s0|37-49|Multivitamins|drug
DDI-DrugBank.d78.s0|52-61|Quinolones|group
DDI-DrugBank.d78.s1|18-27|quinolones|group
DDI-DrugBank.d78.s1|54-61|aluminum|group
DDI-DrugBank.d78.s1|64-72|magnesium|group
DDI-DrugBank.d78.s1|78-84|calcium|group
DDI-DrugBank.d78.s1|92-101|sucralfate|brand
DDI-DrugBank.d78.s1|131-134|iron|drug_n
DDI-DrugBank.d78.s1|169-176|divalent|group
DDI-DrugBank.d78.s1|182-190|trivalent|group
DDI-DrugBank.d78.s1|215-224|didanosine|drug_n
DDI-DrugBank.d78.s1|347-356|quinolones|group
DDI-DrugBank.d78.s2|0-12|grepafloxacin|drug
DDI-DrugBank.d78.s2|86-98|grepafloxacin|drug
DDI-DrugBank.d78.s5|35-135|reduced clearance, prolongation of plasma half-life, and enhanced effects of caffeine and theobromine|group
DDI-DrugBank.d78.s6|0-11|Theophylline|drug
DDI-DrugBank.d78.s6|14-26|Grepafloxacin|group
DDI-DrugBank.d78.s6|76-87|Theophylline|drug
DDI-DrugBank.d78.s7|48-61|greapafloxacin|group
DDI-DrugBank.d78.s8|38-50|grepafloxacin|drug
DDI-DrugBank.d78.s8|180-192|grepafloxacin|drug
DDI-DrugBank.d78.s10|270-279|quinolones|group
DDI-DrugBank.d78.s10|281-288|warfarin|drug
DDI-DrugBank.d78.s10|290-305|prothrombin time|drug_n
DDI-DrugBank.d78.s10|307-326|anticoagulation test|group
DDI-DrugBank.d78.s10|328-337|quinolones|drug
DDI-DrugBank.d78.s10|373-388|prothrombin time|drug_n
DDI-DrugBank.d78.s10|390-409|anticoagulation test|group
DDI-DrugBank.d78.s10|411-420|quinolones|drug
DDI-DrugBank.d78.s11|0-37|Metabolized by Cytochrome P450 Enzymes|drug
DDI-DrugBank.d78.s11|43-46|drug|drug
DDI-DrugBank.d78.s11|91-103|grepafloxacin|drug
DDI-DrugBank.d78.s11|108-119|theophylline|drug
DDI-DrugBank.d78.s11|136-148|grepafloxacin|drug
DDI-DrugBank.d78.s11|159-170|theophylline|drug
DDI-DrugBank.d78.s12|0-11|greafloxacin|drug
DDI-DrugBank.d78.s12|85-96|greafloxacin|drug
DDI-DrugBank.d78.s13|0-13|greapafloxacin|drug
DDI-DrugBank.d78.s13|16-27|theophylline|drug
DDI-DrugBank.d78.s13|30-42|grepafloxacin|drug
DDI-DrugBank.d78.s13|45-54|gabapentin|drug_n
DDI-DrugBank.d78.s13|57-69|carbamazepine|drug_n
DDI-DrugBank.d78.s13|72-84|amitriptyline|drug_n
DDI-DrugBank.d78.s13|87-103|clostridium toxin|drug_n
DDI-DrugBank.d78.s13|106-111|heroin|drug_n
DDI-DrugBank.d78.s13|114-123|clofibrate|drug_n
DDI-DrugBank.d78.s13|126-136|cloxacillin|drug_n
DDI-DrugBank.d78.s13|139-149|clopidogrel|drug_n
DDI-DrugBank.d78.s13|152-162|clostridium|drug_n
DDI-DrugBank.d78.s13|165-174|clofibrate|drug_n
DDI-DrugBank.d78.s13|177-193|clostridium toxin|drug_n
DDI-DrugBank.d78.s13|196-208|carbamazepine|drug_n
DDI-DrugBank.d78.s13|211-220|clofibrate|drug_n
DDI-DrugBank.d78.s13|223-233|clostridium|drug_n
DDI-DrugBank.d78.s13|236-246|clopidogrel|drug_n
DDI-DrugBank.d78.s13|249-258|clofibrate|drug_n
DDI-DrugBank.d78.s13|261-277|clostridium toxin|drug_n
DDI-DrugBank.d78.s13|280-289|gabapentin|drug_n
DDI-DrugBank.d78.s16|0-10|terfenadine|drug
DDI-DrugBank.d78.s16|12-21|astemizole|drug
DDI-DrugBank.d78.s16|23-31|cisapride|drug
