DDI-MedLine.d48.s5|0-28|[(14)C]-diethyl pyrocarbonate|drug
DDI-DrugBank.d152.s8|654-684|pregnancy-associated substances|group
DDI-DrugBank.d152.s8|707-737|pregnancy-associated substances|drug_n
DDI-DrugBank.d152.s8|750-780|pregnancy-associated substances|group
DDI-DrugBank.d152.s10|0-5|folate|drug
DDI-DrugBank.d359.s1|0-7|Peganone|drug
DDI-DrugBank.d359.s2|34-42|hydantoin|drug
DDI-DrugBank.d359.s2|89-102|anticoagulants|group
DDI-DrugBank.d359.s3|0-8|phenytoin|drug
DDI-DrugBank.d359.s5|74-81|ethotoin|drug
DDI-DrugBank.d359.s5|91-104|anticoagulants|group
DDI-DrugBank.d359.s6|0-7|Peganone|drug
DDI-DrugBank.d219.s0|87-100|ACE-inhibitors|drug
DDI-DrugBank.d219.s1|0-5|NSAIDs|drug
DDI-DrugBank.d219.s1|7-20|ACE-inhibitors|drug
DDI-DrugBank.d219.s1|145-158|anticoagulants|group
DDI-DrugBank.d219.s1|179-195|antifungal agents|group
DDI-DrugBank.d219.s1|201-211|antibiotics|group
DDI-DrugBank.d219.s1|217-236|antiparasitic agents|group
DDI-DrugBank.d219.s1|242-258|antifungal agents|group
DDI-DrugBank.d219.s1|264-274|antibiotics|group
DDI-DrugBank.d219.s1|280-296|antifungal agents|group
DDI-DrugBank.d219.s1|302-312|antibiotics|group
DDI-DrugBank.d219.s1|318-334|antifungal agents|group
DDI-DrugBank.d219.s1|340-350|antibiotics|group
DDI-DrugBank.d219.s1|356-372|antifungal agents|group
DDI-DrugBank.d219.s1|378-388|antibiotics|group
DDI-DrugBank.d219.s1|394-410|antifungal agents|group
DDI-DrugBank.d219.s1|416-426|antibiotics|group
DDI-DrugBank.d219.s1|432-448|antifungal agents|group
DDI-DrugBank.d219.s1|454-464|antibiotics|group
DDI-DrugBank.d219.s1|470-486|antifungal agents|group
DDI-DrugBank.d219.s1|492-502|antibiotics|group
DDI-DrugBank.d219.s1|508-524|antifungal agents|group
DDI-DrugBank.d219.s2|107-112|Lodine|drug
DDI-DrugBank.d219.s4|14-19|Lodine|drug
DDI-DrugBank.d219.s4|42-48|aspirin|drug
DDI-DrugBank.d219.s4|114-121|etodolac|drug
DDI-DrugBank.d219.s6|61-66|Lodine|drug
DDI-DrugBank.d219.s6|72-78|aspirin|drug
DDI-DrugBank.d219.s8|31-42|cyclosporine|drug
DDI-DrugBank.d219.s11|87-92|Lodine|drug
DDI-DrugBank.d219.s12|0-22|prostaglandin synthesis|drug
DDI-DrugBank.d219.s12|67-89|prostaglandin synthesis|group
DDI-DrugBank.d219.s14|87-95|glyburide|drug
DDI-DrugBank.d219.s15|0-6|Lithium|drug
DDI-DrugBank.d219.s15|53-59|Lithium|drug
DDI-DrugBank.d219.s15|93-99|Lithium|drug
DDI-DrugBank.d219.s17|0-12|prostaglandin|drug
DDI-DrugBank.d219.s17|23-35|prostaglandin|drug
DDI-DrugBank.d219.s17|46-58|prostaglandin|drug
DDI-DrugBank.d219.s17|69-81|prostaglandin|drug
DDI-DrugBank.d219.s17|92-104|prostaglandin|drug
DDI-DrugBank.d219.s17|115-127|prostaglandin|drug
DDI-DrugBank.d219.s17|138-150|prostaglandin|drug
DDI-DrugBank.d219.s17|161-173|prostaglandin|drug
DDI-DrugBank.d219.s17|184-196|prostaglandin|drug
DDI-DrugBank.d219.s17|207-219|prostaglandin|drug
DDI-DrugBank.d219.s17|230-242|prostaglandin|drug
DDI-DrugBank.d219.s17|253-265|prostaglandin|drug
DDI-DrugBank.d219.s17|276-288|prostaglandin|drug
DDI-DrugBank.d219.s17|299-311|prostaglandin|drug
DDI-DrugBank.d219.s17|322-334|prostaglandin|drug
DDI-DrugBank.d219.s17|345-357|prostaglandin|drug
DDI-DrugBank.d219.s17|368-380|prostaglandin|drug
DDI-DrugBank.d219.s17|391-403|prostaglandin|drug
DDI-DrugBank.d219.s17|414-426|prostaglandin|drug
DDI-DrugBank.d219.s17|437-449|prostaglandin|drug
DDI-DrugBank.d219.s17|460-472|prostaglandin|drug
DDI-DrugBank.d219.s17|483-495|prostaglandin|drug
DDI-DrugBank.d219.s17|506-518|prostaglandin|drug
DDI-DrugBank.d219.s21|11-18|Etodolac|drug
DDI-DrugBank.d219.s21|87-95|phenytoin|drug
DDI-DrugBank.d219.s22|25-32|warfarin|drug
DDI-DrugBank.d219.s23|0-5|Lodine|drug
DDI-DrugBank.d219.s23|415-420|heroin|drug_n
DDI-DrugBank.d219.s23|831-836|heroin|drug_n
DDI-DrugBank.d219.s24|128-133|Lodine|drug
DDI-DrugBank.d219.s25|31-44|anticoagulants|group
DDI-DrugBank.d219.s25|104-109|Lodine|drug
DDI-DrugBank.d219.s27|0-5|Lodine|drug
DDI-DrugBank.d219.s27|8-21|Anticoagulants|group
DDI-DrugBank.d219.s27|26-33|etodolac|drug_n
DDI-DrugBank.d219.s27|37-42|Lodine|drug
DDI-DrugBank.d219.s27|46-53|etodolac|drug_n
DDI-DrugBank.d219.s27|57-62|Lodine|drug
DDI-DrugBank.d219.s27|66-73|etodolac|drug_n
DDI-DrugBank.d219.s27|77-82|Lodine|drug
DDI-DrugBank.d219.s27|86-93|etodolac|drug_n
DDI-DrugBank.d219.s27|97-102|Lodine|drug
DDI-DrugBank.d219.s27|106-113|etodolac|drug_n
DDI-DrugBank.d219.s27|117-122|Lodine|drug
DDI-DrugBank.d219.s27|126-133|etodolac|drug_n
DDI-DrugBank.d219.s27|137-142|Lodine|drug
DDI-DrugBank.d219.s27|146-153|etodolac|drug_n
DDI-DrugBank.d219.s27|157-162|Lodine|drug
DDI-DrugBank.d219.s27|166-173|etodolac|drug_n
DDI-DrugBank.d219.s27|177-182|Lodine|drug
DDI-DrugBank.d219.s27|186-193|etodolac|drug_n
DDI-DrugBank.d219.s27|197-202|Lodine|drug
DDI-DrugBank.d219.s27|206-213|etodolac|drug_n
DDI-DrugBank.d219.s27|217-222|Lodine|drug
DDI-DrugBank.d219.s27|226-233|etodolac|drug_n
DDI-DrugBank.d219.s27|237-242|Lodine|drug
DDI-DrugBank.d219.s27|246-253|etodolac|drug_n
DDI-DrugBank.d219.s28|143-148|Lodine|drug
DDI-DrugBank.d219.s34|0-17|acetilsalicic acid|drug
DDI-DrugBank.d219.s34|19-30|glutethimide|drug
DDI-DrugBank.d219.s34|32-45|anticoagulants|group
DDI-DrugBank.d219.s34|47-63|antifungal agents|group
DDI-DrugBank.d219.s34|65-71|aspirin|drug
DDI-DrugBank.d219.s34|73-77|Xanax|brand
DDI-DrugBank.d219.s34|79-95|Clostridium toxin|drug_n
DDI-DrugBank.d219.s34|97-102|heroin|drug_n
DDI-DrugBank.d219.s34|104-121|acetilsalicic acid|drug
DDI-DrugBank.d219.s34|123-134|glutethimide|drug
DDI-DrugBank.d219.s34|136-149|anticoagulants|group
DDI-DrugBank.d219.s34|151-167|antifungal agents|group
DDI-DrugBank.d219.s34|169-175|aspirin|drug
DDI-DrugBank.d219.s34|177-181|Xanax|brand
DDI-DrugBank.d219.s34|183-199|Clostridium toxin|drug_n
DDI-DrugBank.d219.s34|201-206|heroin|drug_n
DDI-DrugBank.d219.s34|208-225|acetilsalicic acid|drug
DDI-DrugBank.d219.s34|227-238|glutethimide|drug
DDI-DrugBank.d219.s34|240-253|anticoagulants|group
DDI-DrugBank.d219.s34|255-271|antifungal agents|group
DDI-DrugBank.d219.s34|273-279|aspirin|drug
DDI-DrugBank.d219.s34|281-285|Xanax|brand
DDI-DrugBank.d219.s34|287-303|Clostridium toxin|drug_n
DDI-DrugBank.d219.s34|305-310|heroin|drug_n
DDI-DrugBank.d104.s0|79-90|guanethidine|drug
DDI-DrugBank.d104.s0|93-102|methyldopa|drug
DDI-DrugBank.d546.s0|0-9|fenoldopam|drug
DDI-DrugBank.d546.s0|11-23|beta-blockers|drug
DDI-DrugBank.d546.s0|25-34|fenoldopam|drug_n
DDI-DrugBank.d546.s0|75-84|fenoldopam|drug
DDI-DrugBank.d546.s0|86-98|beta-blockers|drug_n
DDI-DrugBank.d546.s0|136-148|beta-blockers|drug_n
DDI-DrugBank.d546.s0|150-159|fenoldopam|drug
DDI-DrugBank.d546.s0|161-173|beta-blockers|drug_n
DDI-DrugBank.d546.s0|211-223|beta-blockers|drug_n
DDI-DrugBank.d546.s0|225-234|fenoldopam|drug
DDI-DrugBank.d546.s0|236-248|beta-blockers|drug_n
DDI-DrugBank.d546.s0|286-298|beta-blockers|drug_n
DDI-DrugBank.d546.s0|300-309|fenoldopam|drug
DDI-DrugBank.d546.s0|311-323|beta-blockers|drug_n
DDI-DrugBank.d546.s0|361-373|beta-blockers|drug_n
DDI-DrugBank.d546.s0|375-384|fenoldopam|drug
DDI-DrugBank.d546.s0|386-398|beta-blockers|drug_n
DDI-DrugBank.d546.s1|171-180|fenoldopam|drug
DDI-DrugBank.d546.s1|217-226|fenoldopam|drug
DDI-DrugBank.d546.s1|260-277|acetilsalicic acid|drug
DDI-DrugBank.d546.s1|283-294|glutethimide|drug
DDI-DrugBank.d546.s1|354-365|glutethimide|drug
DDI-DrugBank.d546.s2|0-9|fenoldopam|drug
DDI-DrugBank.d546.s2|11-19|digitalis|drug
DDI-DrugBank.d546.s2|21-33|nitroglycerin|drug
DDI-DrugBank.d546.s2|35-44|fenoldopam|drug
DDI-DrugBank.d546.s3|77-90|alpha-blockers|group
DDI-DrugBank.d546.s3|93-116|calcium channel-blockers|group
DDI-DrugBank.d546.s3|119-132|ACE inhibitors|drug
DDI-DrugBank.d546.s3|155-167|thiazide-like|group
DDI-DrugBank.d546.s3|173-176|loop|group
DDI-DrugBank.d776.s0|0-7|DIFLUCAN|drug
DDI-DrugBank.d776.s0|10-26|Antifungal agents|group
DDI-DrugBank.d776.s0|30-37|Nystatin|drug
DDI-DrugBank.d776.s0|41-54|Flucloxacillin|drug
DDI-DrugBank.d776.s0|58-67|Mucinidase|drug
DDI-DrugBank.d776.s0|71-83|Triamcinolone|drug
DDI-DrugBank.d776.s0|87-97|Fluticasone|drug
DDI-DrugBank.d776.s1|0-7|Monistat|drug
DDI-DrugBank.d776.s1|62-73|Clotrimazole|drug_n
DDI-DrugBank.d776.s1|111-127|Antifungal agents|group
DDI-DrugBank.d776.s1|137-147|terconazole|group
DDI-DrugBank.d776.s1|153-163|fluconazole|group
DDI-DrugBank.d776.s1|166-173|Monistat|brand
DDI-DrugBank.d776.s1|195-206|clotrimazole|drug
DDI-DrugBank.d776.s1|209-219|terconazole|drug
DDI-DrugBank.d776.s1|271-281|fluconazole|drug_n
DDI-DrugBank.d776.s1|346-362|antifungal agents|group
DDI-DrugBank.d776.s1|401-414|amphotericin B|drug
DDI-DrugBank.d776.s1|452-468|antifungal agents|group
DDI-DrugBank.d776.s1|478-488|fluconazole|group
DDI-DrugBank.d776.s1|494-504|triconazole|group
DDI-DrugBank.d776.s1|507-517|fluconazole|drug_n
DDI-DrugBank.d776.s1|567-583|antifungal agents|group
DDI-DrugBank.d776.s1|622-633|clotrimazole|drug
DDI-DrugBank.d776.s2|0-17|Oral hypoglycemics|drug
DDI-DrugBank.d776.s2|20-47|Coumarin-type anticoagulants|group
DDI-DrugBank.d776.s2|50-58|Phenytoin|drug
DDI-DrugBank.d776.s2|61-72|Cyclosporine|drug
DDI-DrugBank.d776.s2|75-82|Rifampin|drug
DDI-DrugBank.d776.s2|85-96|Theophylline|drug
DDI-DrugBank.d776.s2|99-109|Terfenadine|drug
DDI-DrugBank.d776.s2|112-120|Cisapride|drug
DDI-DrugBank.d776.s2|123-132|Astemizole|drug
DDI-DrugBank.d776.s2|135-143|Rifabutin|drug
DDI-DrugBank.d776.s2|146-155|Tacrolimus|drug
DDI-DrugBank.d776.s2|158-185|Short-acting benzodiazepines|group
DDI-DrugBank.d776.s2|188-205|Oral hypoglycemics|drug
DDI-DrugBank.d776.s2|208-215|DIFLUCAN|drug
DDI-DrugBank.d776.s3|0-7|Diflucan|drug
DDI-DrugBank.d776.s6|98-155| <brand>DIFLUCAN</brand> and coumarin-type anticoagulants.|drug
DDI-DrugBank.d776.s6|99-106|DIFLUCAN|brand
DDI-DrugBank.d776.s8|61-68|DIFLUCAN|drug
DDI-DrugBank.d776.s9|0-10|fluconazole|drug
DDI-DrugBank.d776.s9|12-30|trifluocoronic acid|drug
DDI-DrugBank.d776.s9|32-45|salicylic acid|drug
DDI-DrugBank.d776.s9|47-58|glutethimide|drug
DDI-DrugBank.d776.s9|60-77|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|79-90|glutethimide|drug
DDI-DrugBank.d776.s9|92-109|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|111-122|glutethimide|drug
DDI-DrugBank.d776.s9|124-141|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|143-154|glutethimide|drug
DDI-DrugBank.d776.s9|156-173|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|175-186|glutethimide|drug
DDI-DrugBank.d776.s9|188-205|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|207-218|glutethimide|drug
DDI-DrugBank.d776.s9|220-237|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|239-250|glutethimide|drug
DDI-DrugBank.d776.s9|252-269|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|271-282|glutethimide|drug
DDI-DrugBank.d776.s9|284-301|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|303-314|glutethimide|drug
DDI-DrugBank.d776.s9|316-333|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|335-346|glutethimide|drug
DDI-DrugBank.d776.s9|348-365|acetilsalicic acid|drug
DDI-DrugBank.d776.s10|0-8|Phenytoin|drug
DDI-DrugBank.d776.s10|11-17|DFLUCAN|drug
DDI-DrugBank.d776.s10|58-66|phenytoin|drug
DDI-DrugBank.d776.s11|0-8|phenytoin|drug
DDI-DrugBank.d776.s11|47-54|DIFLUCAN|drug
DDI-DrugBank.d776.s11|60-68|phenytoin|drug
DDI-DrugBank.d776.s12|86-96|fluconazole|drug
DDI-DrugBank.d776.s12|99-115|antifungal agents|group
DDI-DrugBank.d776.s12|117-125|posadasin|drug
DDI-DrugBank.d776.s12|128-144|clostridium toxin|drug_n
DDI-DrugBank.d776.s12|148-159|glutethimide|drug
DDI-DrugBank.d776.s12|163-180|acetilsalicic acid|drug
DDI-DrugBank.d776.s12|184-197|phenylbutazone|drug
DDI-DrugBank.d776.s12|201-211|fluconazole|drug
DDI-DrugBank.d776.s12|215-231|clostridium toxin|drug
DDI-DrugBank.d776.s12|235-246|glutethimide|drug
DDI-DrugBank.d776.s12|250-267|acetilsalicic acid|drug
DDI-DrugBank.d776.s12|271-284|phenylbutazone|drug
DDI-DrugBank.d776.s12|288-298|fluconazole|drug
DDI-DrugBank.d776.s12|302-318|clostridium toxin|drug
DDI-DrugBank.d776.s12|322-333|glutethimide|drug
DDI-DrugBank.d776.s12|337-354|acetilsalicic acid|drug
DDI-DrugBank.d776.s12|358-371|phenylbutazone|drug
DDI-DrugBank.d776.s12|375-385|fluconazole|drug
DDI-DrugBank.d776.s12|389-405|clostridium toxin|drug
DDI-DrugBank.d776.s12|409-420|glutethimide|drug
DDI-DrugBank.d776.s12|424-441|acetilsalicic acid|drug
DDI-DrugBank.d776.s14|22-33|Cyclosporine|drug
DDI-DrugBank.d776.s16|0-7|Rifampin|drug
DDI-DrugBank.d776.s16|10-17|Rifampin|drug
DDI-DrugBank.d776.s16|72-79|DIFLUCAN|drug
DDI-DrugBank.d776.s17|0-7|DIFLUCAN|drug
DDI-DrugBank.d776.s17|43-50|RIFAMPIN|drug
DDI-DrugBank.d776.s17|52-59|DIFLUCAN|drug
DDI-DrugBank.d776.s18|0-11|Theophylline|drug
DDI-DrugBank.d776.s18|14-21|DIFLUCAN|group
DDI-DrugBank.d776.s18|61-72|Theophylline|drug
DDI-DrugBank.d776.s19|0-11|Theophylline|drug
DDI-DrugBank.d776.s19|13-20|DIFLUCAN|drug
DDI-DrugBank.d776.s19|22-33|Theophylline|drug
DDI-DrugBank.d776.s21|36-46|fluconazole|drug
DDI-DrugBank.d776.s22|19-24|400-mg|group
DDI-DrugBank.d776.s22|30-35|800-mg|group
DDI-DrugBank.d776.s22|51-61|fluconazole|drug
DDI-DrugBank.d776.s23|20-30|fluconazole|drug
DDI-DrugBank.d776.s24|24-34|fluconazole|drug
DDI-DrugBank.d776.s25|64-81|torsade de pointes|drug
DDI-DrugBank.d776.s25|119-127|cisapride|drug
DDI-DrugBank.d776.s26|42-52|fluconazole|drug
DDI-DrugBank.d776.s28|67-76|astemizole|drug
DDI-DrugBank.d776.s29|86-96|fluconazole|drug
DDI-DrugBank.d776.s29|99-115|antifungal agents|group
DDI-DrugBank.d776.s29|118-134|clostridium toxin|drug_n
DDI-DrugBank.d776.s29|137-143|aspirin|brand
DDI-DrugBank.d776.s29|179-192|anticoagulants|group
DDI-DrugBank.d776.s29|195-206|glutethimide|drug_n
DDI-DrugBank.d776.s29|209-213|xanax|brand
DDI-DrugBank.d776.s32|19-27|rifabutin|drug
DDI-DrugBank.d776.s32|33-43|fluconazole|drug
DDI-DrugBank.d776.s33|90-99|tacrolimus|drug
DDI-DrugBank.d776.s34|19-28|tacrolimus|drug
DDI-DrugBank.d776.s36|0-8|midazolam|drug
DDI-DrugBank.d776.s36|10-20|fluconazole|drug
DDI-DrugBank.d776.s36|22-30|midazolam|drug
DDI-DrugBank.d776.s36|32-42|fluconazole|drug
DDI-DrugBank.d776.s36|44-52|midazolam|drug
DDI-DrugBank.d776.s36|54-64|fluconazole|drug
DDI-DrugBank.d776.s36|66-74|midazolam|drug
DDI-DrugBank.d776.s36|76-86|fluconazole|drug
DDI-DrugBank.d776.s36|88-96|midazolam|drug
DDI-DrugBank.d776.s36|98-108|fluconazole|drug
DDI-DrugBank.d776.s36|110-118|midazolam|drug
DDI-DrugBank.d776.s36|120-130|fluconazole|drug
DDI-DrugBank.d776.s36|132-140|midazolam|drug
DDI-DrugBank.d776.s36|142-152|fluconazole|drug
DDI-DrugBank.d776.s36|154-162|midazolam|drug
DDI-DrugBank.d776.s36|164-174|fluconazole|drug
DDI-DrugBank.d776.s36|176-184|midazolam|drug
DDI-DrugBank.d776.s36|186-196|fluconazole|drug
DDI-DrugBank.d776.s36|198-206|midazolam|drug
DDI-DrugBank.d776.s36|208-218|fluconazole|drug
DDI-DrugBank.d776.s36|220-228|midazolam|drug
DDI-DrugBank.d776.s36|230-240|fluconazole|drug
DDI-DrugBank.d776.s36|242-250|midazolam|drug
DDI-DrugBank.d776.s36|252-262|fluconazole|drug
DDI-DrugBank.d776.s36|264-272|midazolam|drug
DDI-DrugBank.d776.s36|274-284|fluconazole|drug
DDI-DrugBank.d776.s38|0-10|Fluconazole|drug
DDI-DrugBank.d776.s39|53-55|47%|drug
DDI-DrugBank.d776.s39|61-63|33%|drug_n
DDI-DrugBank.d776.s40|65-79| anticoagulants|group
DDI-DrugBank.d776.s40|85-102| antifungal agents|group
DDI-DrugBank.d776.s43|216-233| antifungal agents|group
DDI-DrugBank.d776.s43|236-264| <brand> fluconazole</brand> |drug
DDI-DrugBank.d776.s43|237-248| fluconazole|brand
DDI-DrugBank.d776.s43|252-266| anticoagulants|group
DDI-DrugBank.d776.s43|269-293| <brand> aspirin</brand> |drug
DDI-DrugBank.d776.s43|270-277| aspirin|brand
DDI-DrugBank.d776.s43|281-312| <group> anticoagulants</group> |drug_n
DDI-DrugBank.d776.s43|282-296| anticoagulants|group
DDI-DrugBank.d776.s43|313-330| antifungal agents|group
DDI-DrugBank.d776.s43|347-378| <group> anticoagulants</group> |drug_n
DDI-DrugBank.d776.s43|348-362| anticoagulants|group
DDI-DrugBank.d776.s43|366-400| <group> antifungal agents</group> |drug_n
DDI-DrugBank.d776.s43|367-384| antifungal agents|group
DDI-DrugBank.d776.s43|388-419| <group> anticoagulants</group> |drug_n
DDI-DrugBank.d776.s43|389-403| anticoagulants|group
DDI-DrugBank.d776.s43|407-441| <group> antifungal agents</group> |drug_n
DDI-DrugBank.d776.s43|408-425| antifungal agents|group
DDI-DrugBank.d776.s43|429-460| <group> anticoagulants</group> |drug_n
DDI-DrugBank.d776.s43|430-444| anticoagulants|group
DDI-DrugBank.d776.s43|448-482| <group> antifungal agents</group> |drug_n
DDI-DrugBank.d776.s43|449-466| antifungal agents|group
DDI-DrugBank.d78.s1|131-139|quinolone|drug
DDI-DrugBank.d78.s1|147-161|fluoroquinolone|drug
DDI-DrugBank.d78.s1|280-284|VIDEX|brand
DDI-DrugBank.d78.s2|72-84|grepafloxacin|drug
DDI-DrugBank.d78.s3|0-7|Caffeine|drug
DDI-DrugBank.d78.s3|9-19|Theobromine|drug
DDI-DrugBank.d78.s3|21-30|Quinolones|group
DDI-DrugBank.d78.s3|32-44|Grepafloxacin|drug_n
DDI-DrugBank.d78.s4|0-7|caffeine|drug
DDI-DrugBank.d78.s4|9-20|theophylline|drug
DDI-DrugBank.d78.s4|22-29|caffeine|drug
DDI-DrugBank.d78.s4|31-42|theophylline|drug
DDI-DrugBank.d78.s4|44-51|caffeine|drug_n
DDI-DrugBank.d78.s4|53-60|caffeine|drug_n
DDI-DrugBank.d78.s4|62-69|caffeine|drug_n
DDI-DrugBank.d78.s5|112-119|caffeine|drug
DDI-DrugBank.d78.s6|0-11|Theophylline|drug
DDI-DrugBank.d78.s6|14-27|anticoagulants|group
DDI-DrugBank.d78.s6|77-88|Theophylline|drug
DDI-DrugBank.d78.s6|91-103|Grepafloxacin|drug
DDI-DrugBank.d78.s6|153-164|Theophylline|drug
DDI-DrugBank.d78.s7|48-60|grepafloxacin|drug
DDI-DrugBank.d78.s8|38-50|grepafloxacin|drug
DDI-DrugBank.d78.s8|180-192|grepafloxacin|drug
DDI-DrugBank.d78.s9|0-7|Warfarin|drug
DDI-DrugBank.d78.s9|32-39|warfarin|drug
DDI-DrugBank.d78.s9|99-111|grepafloxacin|drug
DDI-DrugBank.d78.s11|0-12|grepafloxacin|drug
DDI-DrugBank.d78.s11|14-25|theophylline|drug
DDI-DrugBank.d78.s11|27-39|grepafloxacin|drug
DDI-DrugBank.d78.s11|41-52|theophylline|drug
DDI-DrugBank.d78.s11|54-59|CYP1A2|drug
DDI-DrugBank.d78.s11|61-73|grepafloxacin|drug
DDI-DrugBank.d78.s11|75-86|theophylline|drug
DDI-DrugBank.d78.s11|88-100|grepafloxacin|drug
DDI-DrugBank.d78.s11|102-113|theophylline|drug
DDI-DrugBank.d78.s11|115-120|CYP1A2|drug
DDI-DrugBank.d78.s11|122-134|grepafloxacin|drug
DDI-DrugBank.d78.s11|136-147|theophylline|drug
DDI-DrugBank.d78.s11|149-161|grepafloxacin|drug
DDI-DrugBank.d78.s11|163-174|theophylline|drug
DDI-DrugBank.d78.s11|176-181|CYP1A2|drug
DDI-DrugBank.d78.s11|183-195|grepafloxacin|drug
DDI-DrugBank.d78.s11|197-208|theophylline|drug
DDI-DrugBank.d78.s11|210-222|grepafloxacin|drug
DDI-DrugBank.d78.s11|224-235|theophylline|drug
DDI-DrugBank.d78.s11|237-242|CYP1A2|drug
DDI-DrugBank.d78.s11|244-256|grepafloxacin|drug
DDI-DrugBank.d78.s11|258-269|theophylline|drug
DDI-DrugBank.d78.s11|271-283|grepafloxacin|drug
DDI-DrugBank.d78.s11|285-296|theophylline|drug
DDI-DrugBank.d78.s13|0-12|grepafloxacin|drug
DDI-DrugBank.d78.s13|15-26|theophylline|drug
DDI-DrugBank.d78.s13|29-38|metabolism|drug
DDI-DrugBank.d78.s16|0-10|terfenadine|drug
DDI-DrugBank.d78.s16|12-21|astemizole|drug
DDI-DrugBank.d78.s16|23-31|cisapride|drug
DDI-DrugBank.d78.s16|33-41|midazolam|drug
DDI-DrugBank.d78.s16|43-51|triazolam|drug
DDI-DrugBank.d78.s18|111-123|grepafloxacin|drug
DDI-DrugBank.d78.s20|21-188|Disturbances of blood glucose, including hyperglycemia and hypoglycemia, have been reported in patients treated concomitantly with quinolones and an antidiabetic agent.|group
DDI-DrugBank.d302.s0|0-11|guanethidine|drug
DDI-DrugBank.d302.s0|13-20|toxicity|drug
DDI-DrugBank.d302.s0|22-33|guanethidine|drug
DDI-DrugBank.d302.s0|35-48|anticoagulants|group
DDI-DrugBank.d302.s0|50-66|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|68-75|toxicity|drug
DDI-DrugBank.d302.s0|77-93|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|95-102|toxicity|drug
DDI-DrugBank.d302.s0|104-120|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|122-129|toxicity|drug
DDI-DrugBank.d302.s0|131-147|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|149-156|toxicity|drug
DDI-DrugBank.d302.s0|158-174|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|176-183|toxicity|drug
DDI-DrugBank.d302.s0|185-201|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|203-210|toxicity|drug
DDI-DrugBank.d302.s0|212-228|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|230-237|toxicity|drug
DDI-DrugBank.d302.s0|239-255|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|257-264|toxicity|drug
DDI-DrugBank.d302.s0|266-282|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|284-291|toxicity|drug
DDI-DrugBank.d302.s0|293-309|clostridium toxin|drug_n
DDI-DrugBank.d186.s3|60-65|Haldol|drug
DDI-DrugBank.d514.s2|136-150|/anticoagulants|group
DDI-DrugBank.d514.s3|0-14|benzodiazepines|drug
DDI-DrugBank.d514.s4|0-6|Cocaine|drug
DDI-DrugBank.d17.s0|0-13|Anticoagulants|group
DDI-DrugBank.d17.s0|16-34|oral anticoagulants|drug
DDI-DrugBank.d17.s2|0-17|acetilsalicic acid|drug
DDI-DrugBank.d17.s2|19-32|anticoagulants|group
DDI-DrugBank.d17.s2|126-137|glutethimide|drug
DDI-DrugBank.d17.s2|231-248|acetilsalicic acid|drug
DDI-DrugBank.d17.s2|250-263|anticoagulants|group
DDI-DrugBank.d17.s2|406-423|acetilsalicic acid|drug
DDI-DrugBank.d17.s2|425-438|anticoagulants|group
DDI-DrugBank.d17.s2|581-598|acetilsalicic acid|drug
DDI-DrugBank.d17.s2|600-613|anticoagulants|group
DDI-DrugBank.d17.s3|495-505|Salicylates|group
DDI-DrugBank.d17.s3|516-522|aspirin|drug
DDI-DrugBank.d17.s3|528-543|glucuronolactone|drug
DDI-DrugBank.d17.s3|740-749|Colchicine|group
DDI-DrugBank.d17.s3|890-899|Probenecid|group
DDI-DrugBank.d17.s6|48-56|diazoxide|group
DDI-DrugBank.d17.s6|194-224|groups or families of medicines|group
DDI-DrugBank.d17.s6|227-231|group|group
DDI-DrugBank.d17.s6|257-262|groups|group
DDI-DrugBank.d17.s6|267-272|groups|group
DDI-DrugBank.d17.s6|317-322|groups|group
DDI-DrugBank.d17.s6|327-332|groups|group
DDI-DrugBank.d17.s6|373-391|trade or brand name|brand
DDI-DrugBank.d17.s6|402-410|Diazoxide|brand
DDI-DrugBank.d17.s6|415-421|Aspirin|brand
DDI-DrugBank.d17.s6|424-429|toxins|drug_n
DDI-DrugBank.d17.s6|434-444|anesthetics|drug_n
DDI-DrugBank.d17.s6|558-563|toxins|drug_n
DDI-DrugBank.d17.s6|568-578|anesthetics|drug_n
DDI-DrugBank.d17.s11|0-17|Cardiac glycosides|group
DDI-DrugBank.d17.s13|0-9|Colestipol|drug
DDI-DrugBank.d17.s15|0-9|colestipol|drug
DDI-DrugBank.d17.s15|11-28|acetilsalicic acid|drug
DDI-DrugBank.d17.s15|30-41|glutethimide|drug
DDI-DrugBank.d17.s19|0-6|insulin|drug
DDI-DrugBank.d17.s19|41-47|glucose|drug
