DDI-MedLine.d48.s0|6-22|Clostridium toxin|drug_n
DDI-DrugBank.d395.s17|49-67|magnesium hydroxide|drug
DDI-DrugBank.d395.s17|99-106|enoxacin|drug
DDI-DrugBank.d395.s18|9-16|enoxacin|drug
DDI-DrugBank.d395.s18|20-29|rantiidine|drug
DDI-DrugBank.d395.s19|79-86|enoxacin|drug
DDI-DrugBank.d395.s20|9-20|Theophylline|drug
DDI-DrugBank.d395.s20|24-38|methylxanthines|group
DDI-DrugBank.d395.s20|42-49|Enoxacin|drug
DDI-DrugBank.d395.s21|6-13|Enoxacin|drug
DDI-DrugBank.d395.s22|9-20|Theophylline|drug
DDI-DrugBank.d395.s22|24-31|enoxacin|drug
DDI-DrugBank.d395.s23|138-145|Warfarin|drug
DDI-DrugBank.d395.s23|147-156|Quinolones|group
DDI-DrugBank.d395.s23|158-167|R-warfarin|drug
DDI-DrugBank.d395.s23|169-184|Racemic warfarin|drug
DDI-DrugBank.d395.s24|6-13|Enoxacin|drug
DDI-DrugBank.d395.s24|126-133|Enoxacin|drug
DDI-DrugBank.d395.s24|139-146|warfarin|brand
DDI-DrugBank.d395.s25|101-114|anticoagulants|group
DDI-DrugBank.d395.s25|148-161|anticoagulants|group
DDI-DrugBank.d241.s0|6-28|antihypertensive agents|group
DDI-DrugBank.d241.s0|30-41|vasodilators|group
DDI-DrugBank.d241.s1|100-105|FLOLAN|brand
DDI-DrugBank.d241.s2|47-52|FLOLAN|brand
DDI-DrugBank.d241.s2|92-105|anticoagulants|group
DDI-DrugBank.d241.s3|20-25|FLOLAN|brand
DDI-DrugBank.d241.s3|41-47|digoxin|drug
DDI-DrugBank.d241.s3|50-58|diuretics|group
DDI-DrugBank.d241.s3|61-74|anticoagulants|group
DDI-DrugBank.d241.s3|77-93|oral vasodilators|group
DDI-DrugBank.d241.s3|203-216|anticoagulants|group
DDI-DrugBank.d241.s3|221-227|digoxin|drug
DDI-DrugBank.d241.s3|250-255|FLOLAN|brand
DDI-DrugBank.d241.s3|307-320|anticoagulants|group
DDI-DrugBank.d241.s3|335-341|digoxin|drug
DDI-DrugBank.d241.s4|9-18|furosemide|drug
DDI-DrugBank.d241.s5|6-19|anticoagulants|group
DDI-DrugBank.d241.s5|21-27|digoxin|drug
DDI-DrugBank.d241.s5|29-34|FLOLAN|brand
DDI-DrugBank.d525.s0|6-15|Eprosartan|drug
DDI-DrugBank.d525.s0|77-83|digoxin|drug
DDI-DrugBank.d525.s0|113-126|anticoagulants|group
DDI-DrugBank.d525.s0|132-150|antidiabetic agents|group
DDI-DrugBank.d525.s0|153-160|warfarin|group
DDI-DrugBank.d525.s0|166-174|glyburide|group
DDI-DrugBank.d525.s1|81-94|anticoagulants|group
DDI-DrugBank.d525.s1|100-106|aspirin|brand
DDI-DrugBank.d525.s2|6-19|anticoagulants|group
DDI-DrugBank.d525.s2|21-37|antifungal agents|group
DDI-DrugBank.d525.s2|39-50|ketoconazole|brand
DDI-DrugBank.d525.s2|52-62|fluconazole|brand
DDI-DrugBank.d525.s3|10-19|Ranitidine|group
DDI-DrugBank.d525.s3|46-55|eprosartan|group
DDI-DrugBank.d525.s4|6-15|Eprosartan|brand
DDI-DrugBank.d525.s4|18-52|angiotensin II receptor antagonists|group
DDI-DrugBank.d525.s5|6-47|sustained-release calcium channel blockers|group
DDI-DrugBank.d278.s0|6-15|Enoxaparin|drug
DDI-DrugBank.d278.s0|119-130|eptifibatide|drug
DDI-DrugBank.d152.s1|93-113| sulfobromophthalein |drug
DDI-DrugBank.d152.s2|6-19|anticoagulants|group
DDI-DrugBank.d152.s3|0-13|antithrombin 3|drug
DDI-DrugBank.d152.s4|69-82|norepinephrine|drug
DDI-DrugBank.d152.s5|0-1|T4|drug
DDI-DrugBank.d152.s6|9-15|Free T3|drug
DDI-DrugBank.d152.s6|20-24|resin|drug
DDI-DrugBank.d152.s6|29-34|uptake|drug
DDI-DrugBank.d152.s6|39-40|T3|drug
DDI-DrugBank.d152.s6|45-47|TBG|drug
DDI-DrugBank.d152.s8|0-11|pregnanediol|drug
DDI-DrugBank.d152.s9|27-36|metyrapone|drug
DDI-DrugBank.d152.s10|0-5|folate|drug
DDI-DrugBank.d152.s11|0-11|triglyceride|drug
DDI-DrugBank.d152.s11|13-24|phospholipid|drug
DDI-DrugBank.d359.s0|46-59|anticoagulants|group
DDI-DrugBank.d359.s1|50-57|PEGANONE|drug
DDI-DrugBank.d359.s1|93-102|phenurones|group
DDI-DrugBank.d359.s2|6-19|anticoagulants|group
DDI-DrugBank.d359.s2|21-33|antiepileptic|group
DDI-DrugBank.d359.s2|35-43|hydantoin|drug
DDI-DrugBank.d359.s2|45-53|phenytoin|drug
DDI-DrugBank.d359.s3|18-26|phenytoin|drug
DDI-DrugBank.d359.s3|142-155|anticoagulants|group
DDI-DrugBank.d359.s4|129-137|phenytoin|drug
DDI-DrugBank.d359.s5|74-81|ethotoin|drug
DDI-DrugBank.d359.s5|91-104|anticoagulants|group
DDI-DrugBank.d359.s6|54-61|PEGANONE|brand
DDI-DrugBank.d359.s6|85-98|anticoagulants|group
DDI-DrugBank.d219.s0|28-33|NSAIDs|group
DDI-DrugBank.d219.s1|121-126|NSAIDs|drug
DDI-DrugBank.d219.s1|128-141|ACE-inhibitors|drug
DDI-DrugBank.d219.s2|51-64|anticoagulants|group
DDI-DrugBank.d219.s3|15-22|antacids|group
DDI-DrugBank.d219.s4|42-48|aspirin|drug
DDI-DrugBank.d219.s6|67-72|Lodine|brand
DDI-DrugBank.d219.s6|78-84|aspirin|drug
DDI-DrugBank.d219.s7|6-17|Cyclosporine|drug
DDI-DrugBank.d219.s7|20-26|Digoxin|drug
DDI-DrugBank.d219.s7|29-40|Methotrexate|drug
DDI-DrugBank.d219.s7|43-48|Lodine|brand
DDI-DrugBank.d219.s7|62-67|NSAIDs|group
DDI-DrugBank.d219.s7|95-108|prostaglandins|group
DDI-DrugBank.d219.s7|157-161|drugs|group
DDI-DrugBank.d219.s7|199-210|Cyclosporine|drug
DDI-DrugBank.d219.s7|213-219|Digoxin|drug
DDI-DrugBank.d219.s7|222-233|Methotrexate|drug
DDI-DrugBank.d219.s8|6-23|immunosuppressants|group
DDI-DrugBank.d219.s8|41-52|cyclosporine|drug
DDI-DrugBank.d219.s9|6-11|Lodine|drug
DDI-DrugBank.d219.s9|14-18|NSAID|group
DDI-DrugBank.d219.s9|35-40|Lodine|drug
DDI-DrugBank.d219.s9|43-47|NSAID|group
DDI-DrugBank.d219.s9|74-81|patients|drug
DDI-DrugBank.d219.s9|84-91|patients|group
DDI-DrugBank.d219.s9|107-120|renal function|drug
DDI-DrugBank.d219.s9|123-136|renal function|group
DDI-DrugBank.d219.s9|215-220|Lodine|drug
DDI-DrugBank.d219.s9|223-227|NSAID|group
DDI-DrugBank.d219.s9|253-260|patients|drug
DDI-DrugBank.d219.s9|263-270|patients|group
DDI-DrugBank.d219.s9|286-299|renal function|drug
DDI-DrugBank.d219.s9|302-315|renal function|group
DDI-DrugBank.d219.s10|6-15|Diuretics:|group
DDI-DrugBank.d219.s10|93-102|furosemide|drug
DDI-DrugBank.d219.s10|107-125|hydrochlorothiazide|drug
DDI-DrugBank.d219.s11|92-97|Lodine|brand
DDI-DrugBank.d219.s12|0-6|aspirin|drug
DDI-DrugBank.d219.s13|6-11|NSAIDs|drug
DDI-DrugBank.d219.s13|102-109|diuretic|drug
DDI-DrugBank.d219.s14|9-17|Glyburide|drug
DDI-DrugBank.d219.s14|21-28|Etodolac|drug
DDI-DrugBank.d219.s15|6-13|Lithium:|drug
DDI-DrugBank.d219.s15|15-20|NSAIDs|drug
DDI-DrugBank.d219.s15|59-66|Lithium:|drug
DDI-DrugBank.d219.s15|100-107|Lithium:|drug
DDI-DrugBank.d219.s17|95-99|NSAID|group
DDI-DrugBank.d219.s18|6-11|NSAIDs|group
DDI-DrugBank.d219.s18|17-23|lithium|drug
DDI-DrugBank.d219.s18|107-122|lithium toxicity|group
DDI-DrugBank.d219.s19|93-100|etodolac|drug
DDI-DrugBank.d219.s21|93-101|phenytoin|drug
DDI-DrugBank.d219.s22|9-16|Warfarin|drug
DDI-DrugBank.d219.s22|20-25|NSAIDs|group
DDI-DrugBank.d219.s23|6-19|anticoagulants|group
DDI-DrugBank.d219.s23|30-35|Lodine|brand
DDI-DrugBank.d219.s24|75-82|warfarin|drug
DDI-DrugBank.d219.s24|107-114|warfarin|drug
DDI-DrugBank.d219.s24|134-139|Lodine|brand
DDI-DrugBank.d219.s25|6-19|anticoagulants|group
DDI-DrugBank.d219.s25|21-26|Lodine|brand
DDI-DrugBank.d219.s25|28-41|anticoagulants|group
DDI-DrugBank.d219.s25|43-50|warfarin|drug
DDI-DrugBank.d219.s28|9-14|Lodine|drug
DDI-DrugBank.d219.s31|10-15|Lodine|drug
DDI-DrugBank.d219.s31|20-28|uric acid|drug
DDI-DrugBank.d219.s32|9-16|etodolac|drug
DDI-DrugBank.d219.s33|58-71|anticoagulants|group
DDI-DrugBank.d104.s0|6-27|antihypertensive drugs|group
DDI-DrugBank.d104.s0|30-43|anticoagulants|group
DDI-DrugBank.d104.s0|46-62|antifungal agents|group
DDI-DrugBank.d104.s0|65-86|antihypertensive drugs|group
DDI-DrugBank.d104.s0|89-100|guanethidine|brand
DDI-DrugBank.d104.s0|103-112|methyldopa|brand
DDI-DrugBank.d104.s0|115-123|reserpine|brand
DDI-DrugBank.d104.s0|126-137|Fenfluramine|drug_n
DDI-DrugBank.d104.s1|9-20|Fenfluramine|drug
DDI-DrugBank.d104.s1|24-43|CNS depressant drugs|group
DDI-DrugBank.d546.s0|9-18|fenoldopam|drug
DDI-DrugBank.d546.s1|171-180|fenoldopam|drug
DDI-DrugBank.d546.s3|99-122|calcium channel-blockers|group
DDI-DrugBank.d546.s3|125-138|ACE inhibitors|group
DDI-DrugBank.d776.s0|10-17|DIFLUCAN|drug
DDI-DrugBank.d776.s1|51-67|antifungal agents|group
DDI-DrugBank.d776.s1|131-144|anticoagulants|group
DDI-DrugBank.d776.s2|52-69|Oral hypoglycemics|group
DDI-DrugBank.d776.s2|72-99|Coumarin-type anticoagulants|group
DDI-DrugBank.d776.s2|102-110|Phenytoin|drug
DDI-DrugBank.d776.s2|113-124|Cyclosporine|drug
DDI-DrugBank.d776.s2|127-134|Rifampin|drug
DDI-DrugBank.d776.s2|137-148|Theophylline|drug
DDI-DrugBank.d776.s2|151-161|Terfenadine|group
DDI-DrugBank.d776.s2|164-172|Cisapride|group
DDI-DrugBank.d776.s2|175-184|Astemizole|group
DDI-DrugBank.d776.s2|187-195|Rifabutin|drug
DDI-DrugBank.d776.s2|198-207|Tacrolimus|drug
DDI-DrugBank.d776.s2|210-237|Short-acting benzodiazepines|group
DDI-DrugBank.d776.s2|241-258|Oral hypoglycemics|group
DDI-DrugBank.d776.s2|331-338|DIFLUCAN|brand
DDI-DrugBank.d776.s2|345-368|Oral hypoglycemic agents|group
DDI-DrugBank.d776.s4|9-17|glipizide|group
DDI-DrugBank.d776.s4|21-29|glyburide|group
DDI-DrugBank.d776.s4|33-43|tolbutamide|group
DDI-DrugBank.d776.s4|47-54|DIFLUCAN|brand
DDI-DrugBank.d776.s5|5-12|DIFLUCAN|drug
DDI-DrugBank.d776.s6|41-68|coumarin-type anticoagulants|group
DDI-DrugBank.d776.s6|144-151|DIFLUCAN|brand
DDI-DrugBank.d776.s7|248-258|fluconazole|drug
DDI-DrugBank.d776.s7|278-285|warfarin|brand
DDI-DrugBank.d776.s8|70-77|DIFLUCAN|brand
DDI-DrugBank.d776.s8|83-96|anticoagulants|group
DDI-DrugBank.d776.s9|0-17|acetilsalicic acid|drug
DDI-DrugBank.d776.s9|19-30|glutethimide|drug
DDI-DrugBank.d776.s9|32-45|anticoagulants|group
DDI-DrugBank.d776.s9|47-53|aspirin|brand
DDI-DrugBank.d776.s10|10-18|Phenytoin|drug
DDI-DrugBank.d776.s10|23-30|DIFLUCAN|group
DDI-DrugBank.d776.s11|6-14|phenytoin|drug
DDI-DrugBank.d776.s11|16-23|DIFLUCAN|group
DDI-DrugBank.d776.s12|0-10|fluconazole|drug
DDI-DrugBank.d776.s12|12-20|acitretin|drug
DDI-DrugBank.d776.s12|22-32|cloxacillin|drug
DDI-DrugBank.d776.s12|34-45|trimethoprim|drug
DDI-DrugBank.d776.s12|47-58|sulfonamides|drug
DDI-DrugBank.d776.s12|60-73|anticoagulants|group
DDI-DrugBank.d776.s12|75-91|antifungal agents|group
DDI-DrugBank.d776.s12|93-99|aspirin|brand
DDI-DrugBank.d776.s12|101-105|xanax|brand
DDI-DrugBank.d776.s12|107-123|clostridium toxin|drug_n
DDI-DrugBank.d776.s12|125-130|heroin|drug_n
DDI-DrugBank.d776.s13|9-20|Cyclosporine|drug
DDI-DrugBank.d776.s13|24-31|DIFLUCAN|group
DDI-DrugBank.d776.s14|6-22|antifungal agents|group
DDI-DrugBank.d776.s14|24-31|DIFLUCAN|brand
DDI-DrugBank.d776.s14|33-50|immunosuppressants|group
DDI-DrugBank.d776.s14|52-75|calcium channel blockers|group
DDI-DrugBank.d776.s15|0-6|aspirin|drug
DDI-DrugBank.d776.s16|9-16|Rifampin|drug
DDI-DrugBank.d776.s16|20-27|Rifampin|drug
DDI-DrugBank.d776.s16|31-38|DIFLUCAN|group
DDI-DrugBank.d776.s17|12-19|DIFLUCAN|drug
DDI-DrugBank.d776.s17|26-33|rifampin|drug
DDI-DrugBank.d776.s18|6-19|anticoagulants|group
DDI-DrugBank.d776.s18|21-32|Theophylline|drug
DDI-DrugBank.d776.s18|34-41|DIFLUCAN|brand
DDI-DrugBank.d776.s19|85-92|DIFLUCAN|brand
DDI-DrugBank.d776.s20|6-17|Terfenadine:|drug
DDI-DrugBank.d776.s20|183-194|Terfenadine:|drug
DDI-DrugBank.d776.s21|42-52|fluconazole|drug
DDI-DrugBank.d776.s23|10-20|fluconazole|drug
DDI-DrugBank.d776.s23|25-41|antifungal agents|group
DDI-DrugBank.d776.s23|46-59|anticoagulants|group
DDI-DrugBank.d776.s23|64-80|antifungal agents|group
DDI-DrugBank.d776.s23|85-98|anticoagulants|group
DDI-DrugBank.d776.s23|103-119|antifungal agents|group
DDI-DrugBank.d776.s23|124-137|anticoagulants|group
DDI-DrugBank.d776.s23|142-158|antifungal agents|group
DDI-DrugBank.d776.s23|163-176|anticoagulants|group
DDI-DrugBank.d776.s23|181-197|antifungal agents|group
DDI-DrugBank.d776.s23|202-215|anticoagulants|group
DDI-DrugBank.d776.s23|220-236|antifungal agents|group
DDI-DrugBank.d776.s23|241-254|anticoagulants|group
DDI-DrugBank.d776.s23|259-275|antifungal agents|group
DDI-DrugBank.d776.s23|280-293|anticoagulants|group
DDI-DrugBank.d776.s23|298-314|antifungal agents|group
DDI-DrugBank.d776.s23|319-332|anticoagulants|group
DDI-DrugBank.d776.s23|337-353|antifungal agents|group
DDI-DrugBank.d776.s23|358-371|anticoagulants|group
DDI-DrugBank.d776.s23|376-392|antifungal agents|group
DDI-DrugBank.d776.s24|9-19|fluconazole|drug
DDI-DrugBank.d776.s24|23-39|antifungal agents|group
DDI-DrugBank.d776.s24|43-53|terfenadine|drug
DDI-DrugBank.d776.s25|10-18|Cisapride|drug
DDI-DrugBank.d776.s25|23-33|fluconazole|drug
DDI-DrugBank.d776.s26|37-47|fluconazole|drug
DDI-DrugBank.d776.s26|71-79|cisapride|drug
DDI-DrugBank.d776.s26|138-146|cisapride|drug
DDI-DrugBank.d776.s27|26-36|fluconazole|drug
DDI-DrugBank.d776.s27|43-51|cisapride|drug
DDI-DrugBank.d776.s28|6-15|Astemizole|drug
DDI-DrugBank.d776.s28|29-39|fluconazole|drug
DDI-DrugBank.d776.s28|73-82|astemizole|drug
DDI-DrugBank.d776.s28|93-97|drugs|drug
DDI-DrugBank.d776.s28|200-204|drugs|drug
DDI-DrugBank.d776.s29|92-102|fluconazole|drug
DDI-DrugBank.d776.s30|0-6|aspirin|drug
DDI-DrugBank.d776.s31|6-15|Rifabutin:|drug
DDI-DrugBank.d776.s31|72-82|fluconazole|drug
DDI-DrugBank.d776.s31|88-96|Rifabutin|drug
DDI-DrugBank.d776.s32|6-22|antifungal agents|group
DDI-DrugBank.d776.s32|24-37|anticoagulants|group
DDI-DrugBank.d776.s32|39-55|antifungal agents|group
DDI-DrugBank.d776.s32|57-67|fluconazole|brand
DDI-DrugBank.d776.s32|69-77|rifabutin|brand
DDI-DrugBank.d776.s35|10-24|Benzodiazepines|group
DDI-DrugBank.d776.s35|30-38|midazolam|brand
DDI-DrugBank.d776.s35|44-54|fluconazole|brand
DDI-DrugBank.d776.s36|21-29|midazolam|drug
DDI-DrugBank.d776.s36|94-104|fluconazole|drug
DDI-DrugBank.d776.s36|116-126|fluconazole|drug
DDI-DrugBank.d776.s37|16-30|benzodiazepines|brand
DDI-DrugBank.d776.s37|115-131|antifungal agents|group
DDI-DrugBank.d776.s37|193-207|benzodiazepines|brand
DDI-DrugBank.d776.s38|9-19|Fluconazole|drug
DDI-DrugBank.d776.s38|23-39|Ethinyl estradiol|drug
DDI-DrugBank.d776.s38|43-56|Levonorgestrel|drug
DDI-DrugBank.d776.s39|74-90|ethinyl estradiol|drug
DDI-DrugBank.d776.s39|96-109|levonorgestrel|drug
DDI-DrugBank.d776.s41|6-22|antifungal agents|group
DDI-DrugBank.d776.s41|36-52|ethinyl estradiol|drug
DDI-DrugBank.d776.s41|54-67|levonorgestrel|drug
DDI-DrugBank.d78.s0|9-16|Antacids|group
DDI-DrugBank.d78.s0|19-28|Sucralfate|drug
DDI-DrugBank.d78.s0|31-43|Metal Cations|group
DDI-DrugBank.d78.s0|46-58|Multivitamins|group
DDI-DrugBank.d78.s0|61-70|Quinolones|group
DDI-DrugBank.d78.s1|54-61|aluminum|group
DDI-DrugBank.d78.s1|64-72|magnesium|group
DDI-DrugBank.d78.s1|78-84|calcium|group
DDI-DrugBank.d78.s1|92-101|sucralfate|brand
DDI-DrugBank.d78.s1|131-134|iron|group
DDI-DrugBank.d78.s1|170-173|iron|group
DDI-DrugBank.d78.s1|178-181|zinc|group
DDI-DrugBank.d78.s1|216-223|divalent|group
DDI-DrugBank.d78.s1|229-237|trivalent|group
DDI-DrugBank.d78.s1|262-271|didanosine|group
DDI-DrugBank.d78.s2|78-90|grepafloxacin|drug
DDI-DrugBank.d78.s3|9-16|Caffeine|drug
DDI-DrugBank.d78.s3|20-30|Theobromine|drug
DDI-DrugBank.d78.s3|34-43|quinolones|group
DDI-DrugBank.d78.s3|47-59|Grepafloxacin|drug
DDI-DrugBank.d78.s4|9-16|caffeine|drug
DDI-DrugBank.d78.s4|20-31|theophylline|drug
DDI-DrugBank.d78.s5|122-129|caffeine|drug
DDI-DrugBank.d78.s6|9-20|Theophylline|drug
DDI-DrugBank.d78.s6|26-38|Grepafloxacin|group
DDI-DrugBank.d78.s6|51-63|Grepafloxacin|drug
DDI-DrugBank.d78.s6|69-114|competitive inhibitor of the metabolism of the|group
DDI-DrugBank.d78.s6|118-129|Theophylline|drug
DDI-DrugBank.d78.s7|0-11|theophylline|drug
DDI-DrugBank.d78.s7|13-25|grepafloxacin|drug
DDI-DrugBank.d78.s8|44-56|grepafloxacin|drug
DDI-DrugBank.d78.s8|186-198|grepafloxacin|drug
DDI-DrugBank.d78.s9|38-45|warfarin|drug
DDI-DrugBank.d78.s9|105-118|anticoagulants|group
DDI-DrugBank.d78.s10|6-15|quinolones|group
DDI-DrugBank.d78.s10|18-25|warfarin|brand
DDI-DrugBank.d78.s10|28-35|warfarin|brand
DDI-DrugBank.d78.s10|38-51|anticoagulants|group
DDI-DrugBank.d78.s10|54-73|anticoagulation test|group
DDI-DrugBank.d78.s11|56-68|grepafloxacin|drug
DDI-DrugBank.d78.s11|113-125|grepafloxacin|drug
DDI-DrugBank.d78.s11|130-141|theophylline|drug
DDI-DrugBank.d78.s11|158-170|grepafloxacin|drug
DDI-DrugBank.d78.s12|78-90|grepafloxacin|drug
DDI-DrugBank.d78.s13|21-32|theophylline|group
DDI-DrugBank.d78.s14|10-21|cyclosporine|drug
DDI-DrugBank.d78.s15|0-17|Acetilsalicic acid|drug
DDI-DrugBank.d78.s16|9-19|terfenadine|drug
DDI-DrugBank.d78.s16|23-36|antihistamines|group
DDI-DrugBank.d78.s16|40-49|astemizole|drug
DDI-DrugBank.d78.s16|53-66|antihistamines|group
DDI-DrugBank.d78.s16|70-78|cisapride|drug
DDI-DrugBank.d78.s16|82-92|prokinetics|group
DDI-DrugBank.d78.s16|96-104|midazolam|drug
DDI-DrugBank.d78.s16|108-122|benzodiazepines|group
DDI-DrugBank.d78.s16|126-134|triazolam|drug
DDI-DrugBank.d78.s16|138-152|benzodiazepines|group
DDI-DrugBank.d78.s17|9-21|grepafloxacin|drug
DDI-DrugBank.d78.s18|6-19|anticoagulants|group
DDI-DrugBank.d78.s18|25-41|antifungal agents|group
DDI-DrugBank.d78.s18|47-59|grepafloxacin|brand
DDI-DrugBank.d78.s19|223-229|Aspirin|drug
DDI-DrugBank.d78.s20|180-188|quinolone|drug
DDI-DrugBank.d78.s20|197-214|antidiabetic agent|drug
DDI-DrugBank.d78.s21|79-92|anticoagulants|group
DDI-DrugBank.d302.s0|0-11|guanethidine|drug
DDI-DrugBank.d302.s0|13-22|iproniazid|drug
DDI-DrugBank.d302.s0|24-34|hydralazine|drug
DDI-DrugBank.d302.s0|36-44|reserpine|drug
DDI-DrugBank.d302.s0|46-55|methyldopa|drug
DDI-DrugBank.d302.s0|57-66|meperidine|drug
DDI-DrugBank.d302.s0|68-77|metoprolol|drug
DDI-DrugBank.d302.s0|79-88|metoprolol|drug
DDI-DrugBank.d302.s0|90-98|reserpine|drug
DDI-DrugBank.d302.s0|100-108|reserpine|drug
DDI-DrugBank.d302.s0|110-123|anticoagulants|group
DDI-DrugBank.d302.s0|125-141|antifungal agents|group
DDI-DrugBank.d302.s0|143-149|aspirin|brand
DDI-DrugBank.d302.s0|151-155|xanax|brand
DDI-DrugBank.d302.s0|157-173|clostridium toxin|drug_n
DDI-DrugBank.d302.s0|175-180|heroin|drug_n
DDI-DrugBank.d186.s0|6-19|anticoagulants|group
DDI-DrugBank.d186.s0|21-26|HALDOL|brand
DDI-DrugBank.d186.s1|6-19|anticoagulants|group
DDI-DrugBank.d186.s1|25-30|HALDOL|brand
DDI-DrugBank.d186.s1|36-52|antifungal agents|group
DDI-DrugBank.d186.s1|58-71|anticoagulants|group
DDI-DrugBank.d186.s4|6-19|anticoagulants|group
DDI-DrugBank.d186.s4|21-37|antifungal agents|group
DDI-DrugBank.d186.s4|39-49|haloperidol|brand
DDI-DrugBank.d186.s4|51-58|rifampin|brand
DDI-DrugBank.d186.s5|6-19|anticoagulants|group
DDI-DrugBank.d186.s5|21-37|antifungal agents|group
DDI-DrugBank.d186.s5|39-49|haloperidol|brand
DDI-DrugBank.d186.s5|51-58|rifampin|brand
DDI-DrugBank.d186.s6|6-13|rifampin|drug
DDI-DrugBank.d186.s6|15-28|anticoagulants|group
DDI-DrugBank.d186.s6|30-46|antifungal agents|group
DDI-DrugBank.d186.s6|48-58|haloperidol|brand
DDI-DrugBank.d514.s0|6-12|opioids|group
DDI-DrugBank.d514.s0|18-23|strong|drug
DDI-DrugBank.d514.s0|25-31|central|group
DDI-DrugBank.d514.s0|33-39|nervous|group
DDI-DrugBank.d514.s0|41-46|system|group
DDI-DrugBank.d514.s0|48-58|depressants|drug
DDI-DrugBank.d514.s0|73-77|users|group
DDI-DrugBank.d514.s0|87-99|physiological|group
DDI-DrugBank.d514.s0|101-109|tolerance|group
DDI-DrugBank.d514.s0|140-146|dosages|group
DDI-DrugBank.d514.s1|62-67|heroin|drug_n
DDI-DrugBank.d514.s1|147-150|drug|drug
DDI-DrugBank.d514.s2|9-14|heroin|drug
DDI-DrugBank.d514.s2|18-24|alcohol|drug
DDI-DrugBank.d514.s2|28-42|benzodiazepines|group
DDI-DrugBank.d514.s2|46-53|diazepam|brand
DDI-DrugBank.d514.s2|57-65|methadone|drug
DDI-DrugBank.d514.s3|63-69|aspirin|brand
DDI-DrugBank.d514.s4|74-79|heroin|drug_n
DDI-DrugBank.d17.s2|0-6|aspirin|drug
DDI-DrugBank.d17.s3|0-19|Antigout medications|drug
DDI-DrugBank.d17.s4|66-74|uric acid|drug
DDI-DrugBank.d17.s4|81-89|uric acid|group
DDI-DrugBank.d17.s4|104-112|uric acid|group
DDI-DrugBank.d17.s4|118-126|uric acid|brand
DDI-DrugBank.d17.s4|135-143|uric acid|group
DDI-DrugBank.d17.s4|158-166|uric acid|group
DDI-DrugBank.d17.s4|172-180|uric acid|brand
DDI-DrugBank.d17.s5|0-6|aspirin|drug
DDI-DrugBank.d17.s6|11-19|diazoxide|drug
DDI-DrugBank.d17.s6|25-52|antihypertensive medications|group
DDI-DrugBank.d17.s6|58-92|preanesthetic and anesthetic agents|group
DDI-DrugBank.d17.s6|98-122|skeletal-muscle relaxants|group
DDI-DrugBank.d17.s6|128-149|nondepolarizing agents|group
DDI-DrugBank.d17.s7|7-14|thiazide|drug
DDI-DrugBank.d17.s7|16-24|diuretics|drug
DDI-DrugBank.d17.s8|0-6|aspirin|drug
DDI-DrugBank.d17.s9|6-22|Antifungal agents|group
DDI-DrugBank.d17.s9|54-68|Corticosteroids|group
DDI-DrugBank.d17.s9|70-84|Corticosteroids|group
DDI-DrugBank.d17.s9|86-100|Corticosteroids|group
DDI-DrugBank.d17.s9|102-116|Corticosteroids|group
DDI-DrugBank.d17.s9|118-132|Corticosteroids|group
DDI-DrugBank.d17.s9|134-148|Corticosteroids|group
DDI-DrugBank.d17.s9|150-164|Corticosteroids|group
DDI-DrugBank.d17.s9|166-180|Corticosteroids|group
DDI-DrugBank.d17.s9|182-196|Corticosteroids|group
DDI-DrugBank.d17.s9|198-37||brand
DDI-DrugBank.d17.s10|9-26|thiazide diuretics|drug
DDI-DrugBank.d17.s11|0-17|Cardiac glycosides|drug
DDI-DrugBank.d17.s12|11-19|digitalis|drug
DDI-DrugBank.d17.s13|0-9|Colestipol|drug
DDI-DrugBank.d17.s14|74-91|thiazide diuretics|drug
DDI-DrugBank.d17.s15|52-61|colestipol|drug
DDI-DrugBank.d17.s16|0-12|Hypoglycemics|drug
DDI-DrugBank.d17.s17|59-67|diuretics|drug
DDI-DrugBank.d17.s18|145-162|thiazide diuretics|group
DDI-DrugBank.d17.s19|0-6|insulin|drug
DDI-DrugBank.d17.s20|18-30|Lithium salts|drug
DDI-DrugBank.d17.s21|9-15|Lithium|drug
DDI-DrugBank.d17.s23|9-16|thiazide|drug
DDI-DrugBank.d17.s25|9-42|steroidal anti-inflammatory agents|group
DDI-DrugBank.d17.s25|46-69|anti-inflammatory agents|group
DDI-DrugBank.d17.s25|73-81|diuretics|group
DDI-DrugBank.d17.s25|85-102|natriuretic agents|group
DDI-DrugBank.d17.s25|106-128|antihypertensive agents|group
DDI-DrugBank.d17.s25|132-145|loop diuretics|group
DDI-DrugBank.d17.s25|149-175|potassium sparing diuretics|group
DDI-DrugBank.d17.s25|179-196|thiazide diuretics|group
DDI-DrugBank.d17.s25|200-206|aspirin|brand
DDI-DrugBank.d17.s26|6-42|nonsteroidal anti-inflammatory agents|group
DDI-DrugBank.d17.s26|48-65|hydroflumethiazide|brand
DDI-DrugBank.d17.s29|0-6|aspirin|drug
DDI-DrugBank.d17.s30|6-17|Tubocurarine|drug
DDI-DrugBank.d17.s31|81-88|Thiazide|drug
DDI-DrugBank.d17.s31|90-101|Tubocurarine|drug
DDI-DrugBank.d17.s32|10-16|glucose|drug
DDI-DrugBank.d17.s32|21-29|bilirubin|drug
DDI-DrugBank.d17.s32|34-40|calcium|drug
DDI-DrugBank.d17.s32|45-53|uric acid|drug
