DDI-MedLine.d48.s0|79-107|Clostridium difficile toxin A|group
DDI-DrugBank.d739.s7|25-35|montelukast|group
DDI-DrugBank.d739.s8|112-124|phenobarbital|group
DDI-DrugBank.d739.s8|129-136|rifampin|group
DDI-DrugBank.d739.s10|3-6|drug|group
DDI-DrugBank.d739.s10|62-72|montelukast|drug
DDI-DrugBank.d739.s11|9-19|montelukast|group
DDI-DrugBank.d739.s14|25-35|montelukast|group
DDI-DrugBank.d739.s15|112-124|phenobarbital|group
DDI-DrugBank.d739.s15|129-136|rifampin|group
DDI-DrugBank.d739.s15|164-174|montelukast|drug
DDI-DrugBank.d346.s2|46-50|Revia|drug
DDI-DrugBank.d346.s3|62-73|thioridazine|group
DDI-DrugBank.d346.s3|79-83|revia|drug
DDI-DrugBank.d346.s4|16-20|REVIA|group
DDI-DrugBank.d14.s0|28-40|nitroglycerin|drug
DDI-DrugBank.d14.s2|66-89|calcium channel blockers|group
DDI-DrugBank.d14.s2|95-110|organic nitrates|group
DDI-DrugBank.d14.s3|27-40|anticoagulants|group
DDI-DrugBank.d14.s3|45-61|antifungal agents|group
DDI-DrugBank.d475.s0|72-88|chlorodiazepoxide|group
DDI-DrugBank.d475.s0|91-99|lorazepam|group
DDI-DrugBank.d475.s0|102-110|lidocaine|group
DDI-DrugBank.d475.s0|165-172|warfarin|group
DDI-DrugBank.d475.s2|11-99|drug interactions mediated by inhibition of hepatic metabolism are not expected to occur.|group
DDI-DrugBank.d761.s2|156-162|digoxin|group
DDI-DrugBank.d761.s2|312-318|digoxin|drug
DDI-DrugBank.d761.s2|468-474|digoxin|brand
DDI-DrugBank.d761.s2|624-630|digoxin|drug_n
DDI-DrugBank.d761.s2|780-786|digoxin|group
DDI-DrugBank.d761.s6|187-195|glyburide|group
DDI-DrugBank.d761.s9|165-173|phenytoin|group
DDI-DrugBank.d761.s10|200-210|pravastatin|group
DDI-DrugBank.d761.s10|400-410|pravastatin|drug
DDI-DrugBank.d761.s10|600-610|pravastatin|group
DDI-DrugBank.d761.s13|14-22|vitamin K|group
DDI-DrugBank.d761.s13|102-109|warfarin|group
DDI-DrugBank.d744.s0|63-69|insulin|group
DDI-DrugBank.d744.s0|78-101|oral hypoglycemic agents|group
DDI-DrugBank.d744.s0|196-213|therapeutic agents|group
DDI-DrugBank.d744.s1|33-39|opioids|group
DDI-DrugBank.d744.s1|197-203|opioids|group
DDI-DrugBank.d671.s0|19-24|CYLERT|drug
DDI-DrugBank.d671.s0|27-34|pemoline|drug
DDI-DrugBank.d671.s1|27-32|CYLERT|group
DDI-DrugBank.d671.s2|68-73|CYLERT|group
DDI-DrugBank.d622.s2|154-164|pralidoxime|group
DDI-DrugBank.d622.s2|173-184|barbiturates|group
DDI-DrugBank.d622.s3|24-36|aminophylline|group
DDI-DrugBank.d622.s3|81-89|reserpine|group
DDI-DrugBank.d622.s3|96-127|phenothiazine-type tranquilizers|group
DDI-DrugBank.d737.s0|0-17|Carbidopa/Levodopa|drug
DDI-DrugBank.d737.s0|20-37|Carbidopa/Levodopa|drug
DDI-DrugBank.d737.s3|62-71|amantadine|drug
DDI-DrugBank.d737.s5|12-21|probenecid|group
DDI-DrugBank.d737.s5|144-154|pramipexole|drug
DDI-DrugBank.d737.s7|0-10|pramipexole|drug
DDI-DrugBank.d737.s7|40-54|cytochrome P450|group
DDI-DrugBank.d737.s7|96-106|pramipexole|drug
DDI-DrugBank.d737.s7|128-138|pramipexole|drug
DDI-DrugBank.d737.s9|14-18|toxin|group
DDI-DrugBank.d737.s9|108-112|toxin|group
DDI-DrugBank.d737.s11|0-8| MIRAPEX |drug
DDI-DrugBank.d632.s0|40-45|SYMLIN|group
DDI-DrugBank.d632.s0|100-121|anticholinergic agents|group
DDI-DrugBank.d632.s3|204-209|SYMLIN|group
DDI-DrugBank.d632.s6|7-12|SYMLIN|group
DDI-DrugBank.d632.s6|60-65|SYMLIN|group
DDI-DrugBank.d632.s7|6-11|SYMLIN|group
DDI-DrugBank.d632.s7|17-23|insulin|drug
DDI-DrugBank.d734.s0|82-95|anticoagulants|group
DDI-DrugBank.d734.s0|98-114|antifungal agents|group
DDI-DrugBank.d734.s0|117-131|antidepressants|group
DDI-DrugBank.d734.s0|134-147|antipsychotics|group
DDI-DrugBank.d734.s0|150-166|antifungal agents|group
DDI-DrugBank.d734.s0|169-182|anticoagulants|group
DDI-DrugBank.d734.s0|185-201|antifungal agents|group
DDI-DrugBank.d734.s0|204-217|anticoagulants|group
DDI-DrugBank.d734.s0|220-236|antifungal agents|group
DDI-DrugBank.d734.s0|239-252|anticoagulants|group
DDI-DrugBank.d734.s0|255-271|antifungal agents|group
DDI-DrugBank.d734.s0|274-287|anticoagulants|group
DDI-DrugBank.d734.s0|290-306|antifungal agents|group
DDI-DrugBank.d734.s0|309-322|anticoagulants|group
DDI-DrugBank.d734.s0|325-341|antifungal agents|group
DDI-DrugBank.d734.s0|344-357|anticoagulants|group
DDI-DrugBank.d734.s0|360-376|antifungal agents|group
DDI-DrugBank.d734.s0|379-392|anticoagulants|group
DDI-DrugBank.d734.s0|395-411|antifungal agents|group
DDI-DrugBank.d734.s0|414-427|anticoagulants|group
DDI-DrugBank.d734.s0|430-446|antifungal agents|group
DDI-DrugBank.d734.s0|449-462|anticoagulants|group
DDI-DrugBank.d734.s1|28-39|guanethidine|group
DDI-DrugBank.d734.s1|88-101|phenothiazines|group
DDI-DrugBank.d734.s2|30-40|propranolol|group
DDI-DrugBank.d734.s2|47-60|phenothiazines|group
DDI-DrugBank.d590.s0|20-25|TRITEC|drug
DDI-DrugBank.d590.s0|76-85|ranitidine|drug
DDI-DrugBank.d590.s0|126-132|bismuth|drug
DDI-DrugBank.d590.s0|190-203|clarithromycin|drug
DDI-DrugBank.d590.s2|109-118|ratinidine|drug
DDI-DrugBank.d590.s2|162-168|bismuth|drug
DDI-DrugBank.d654.s0|26-35|ketonazole|group
DDI-DrugBank.d654.s0|66-76|retapamulin|group
DDI-DrugBank.d654.s0|148-158|retapamulin|group
DDI-DrugBank.d654.s1|7-17|retapamulin|group
DDI-DrugBank.d654.s1|29-35|topical|group
DDI-DrugBank.d654.s1|62-67|dosage|group
DDI-DrugBank.d654.s1|85-95|retapamulin|group
DDI-DrugBank.d654.s1|139-144|CYP3A4|group
DDI-DrugBank.d654.s1|146-155|inhibitors|group
DDI-DrugBank.d654.s1|166-177|ketoconazole|brand
DDI-DrugBank.d654.s2|123-133|retapamulin|group
DDI-DrugBank.d654.s2|181-184|P450|group
DDI-DrugBank.d654.s3|40-46|ALTABAX|group
DDI-DrugBank.d124.s0|0-18| acetilsalicic acid|drug
DDI-DrugBank.d124.s0|20-34| anticoagulants|group
DDI-DrugBank.d124.s0|130-142| glutethimide|drug
DDI-DrugBank.d124.s0|144-161| antifungal agents|group
DDI-DrugBank.d124.s0|163-170| aspirin|drug
DDI-DrugBank.d124.s3|8-16|ritonavir|group
DDI-DrugBank.d124.s3|102-110|ritonavir|drug
DDI-DrugBank.d124.s3|122-138|drug interactions|group
DDI-DrugBank.d124.s4|18-27|saquinavir|group
DDI-DrugBank.d124.s5|14-23|saquinavir|group
DDI-DrugBank.d124.s5|44-57|P-Glycoprotein|group
DDI-DrugBank.d124.s5|60-63|P-GP|group
DDI-DrugBank.d124.s5|67-86|antiretroviral agent|group
DDI-DrugBank.d124.s5|95-112|protease inhibitor|group
DDI-DrugBank.d124.s6|11-15|drugs|group
DDI-DrugBank.d124.s6|29-34|CYP3A4|group
DDI-DrugBank.d124.s6|43-45|Pgp|group
DDI-DrugBank.d124.s12|0-22|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|24-46|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|48-70|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|72-94|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|96-118|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|120-142|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|144-166|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|168-190|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|192-214|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|216-238|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|240-262|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|264-286|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|288-310|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|312-334|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|336-358|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|360-382|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|384-406|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|408-430|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s12|432-454|carbapenemase inhibitor|drug
DDI-DrugBank.d124.s13|0-3|Drug|drug
DDI-DrugBank.d124.s13|5-8|Drug|drug
DDI-DrugBank.d124.s13|10-14|Group|group
DDI-DrugBank.d124.s13|88-91|Drug|drug
DDI-DrugBank.d124.s14|17-26|Amiodarone|group
DDI-DrugBank.d124.s14|29-36|bepridil|group
DDI-DrugBank.d124.s14|39-48|flecainide|group
DDI-DrugBank.d124.s14|51-61|propafenone|group
DDI-DrugBank.d124.s14|64-72|quinidine|group
DDI-DrugBank.d124.s15|16-25|astemizole|group
DDI-DrugBank.d124.s15|29-39|terfenadine|group
DDI-DrugBank.d124.s17|26-33|rifampin|group
DDI-DrugBank.d124.s17|100-110|squinalavir|brand
DDI-DrugBank.d124.s17|178-188|squinalavir|brand
DDI-DrugBank.d124.s19|50-57|invirase|group
DDI-DrugBank.d124.s19|62-70|fortovase|group
DDI-DrugBank.d124.s20|19-27|cisapride|group
DDI-DrugBank.d124.s21|17-31|St. John's wort|group
DDI-DrugBank.d124.s21|34-53|hypericum perforatum|drug
DDI-DrugBank.d124.s22|30-39|lovastatin|group
DDI-DrugBank.d124.s22|42-52|simvastatin|group
DDI-DrugBank.d124.s23|21-29|triazolam|group
DDI-DrugBank.d124.s23|32-40|midazolam|group
DDI-DrugBank.d124.s23|153-161|sedatives|group
DDI-DrugBank.d124.s23|163-171|hypnotics|group
DDI-DrugBank.d124.s23|174-182|triazolam|group
DDI-DrugBank.d124.s23|185-193|midazolam|group
DDI-DrugBank.d124.s23|306-314|sedatives|group
DDI-DrugBank.d124.s23|316-324|hypnotics|group
DDI-DrugBank.d124.s23|327-335|triazolam|group
DDI-DrugBank.d124.s23|338-346|midazolam|group
DDI-DrugBank.d124.s25|0-17|acetilsalicic acid|drug
DDI-DrugBank.d124.s25|19-30|glutethimide|drug
DDI-DrugBank.d124.s25|32-44|phenobarbital|drug
DDI-DrugBank.d124.s25|46-54|phenytoin|drug
DDI-DrugBank.d124.s25|56-68|carbamazepine|drug
DDI-DrugBank.d124.s25|70-82|oxcarbazepine|drug
DDI-DrugBank.d124.s25|84-92|phenytoin|drug
DDI-DrugBank.d124.s25|94-106|carbamazepine|drug
DDI-DrugBank.d124.s25|108-120|oxcarbazepine|drug
DDI-DrugBank.d124.s25|122-130|phenytoin|drug
DDI-DrugBank.d124.s25|132-144|carbamazepine|drug
DDI-DrugBank.d124.s25|146-158|oxcarbazepine|drug
DDI-DrugBank.d124.s25|160-168|phenytoin|drug
DDI-DrugBank.d124.s25|170-182|carbamazepine|drug
DDI-DrugBank.d124.s25|184-196|oxcarbazepine|drug
DDI-DrugBank.d124.s25|198-206|phenytoin|drug
DDI-DrugBank.d124.s25|208-220|carbamazepine|drug
DDI-DrugBank.d124.s25|222-234|oxcarbazepine|drug
DDI-DrugBank.d124.s25|236-244|phenytoin|drug
DDI-DrugBank.d124.s25|246-258|carbamazepine|drug
DDI-DrugBank.d124.s25|260-272|oxcarbazepine|drug
DDI-DrugBank.d124.s25|274-282|phenytoin|drug
DDI-DrugBank.d124.s25|284-296|carbamazepine|drug
DDI-DrugBank.d124.s25|298-310|oxcarbazepine|drug
DDI-DrugBank.d124.s28|6-13|INVIRASE|drug
DDI-DrugBank.d124.s28|38-46|ritonavir|drug
DDI-DrugBank.d124.s28|53-61|ritonavir|drug
DDI-DrugBank.d124.s30|72-84|phenobarbital|group
DDI-DrugBank.d124.s30|87-95|phenytoin|group
DDI-DrugBank.d124.s30|98-110|dexamethasone|group
DDI-DrugBank.d124.s30|113-125|carbamazepine|group
DDI-DrugBank.d694.s1|19-25|digoxin|group
DDI-DrugBank.d694.s2|24-30|digoxin|group
DDI-DrugBank.d65.s0|31-42|incompatible|group
DDI-DrugBank.d65.s0|49-54|silver|group
DDI-DrugBank.d179.s1|54-67|anticoagulants|group
DDI-DrugBank.d179.s1|70-86|antifungal agents|group
DDI-DrugBank.d179.s1|89-99|antibiotics|group
DDI-DrugBank.d179.s1|135-150|antiviral agents|group
DDI-DrugBank.d179.s1|176-192|antifungal agents|group
DDI-DrugBank.d179.s1|216-232|antifungal agents|group
DDI-DrugBank.d179.s1|255-271|antifungal agents|group
DDI-DrugBank.d179.s1|295-311|antifungal agents|group
DDI-DrugBank.d179.s1|334-350|antifungal agents|group
DDI-DrugBank.d179.s1|374-390|antifungal agents|group
DDI-DrugBank.d179.s1|412-428|antifungal agents|group
DDI-DrugBank.d179.s1|457-473|antifungal agents|group
DDI-DrugBank.d179.s1|491-507|antifungal agents|group
DDI-DrugBank.d179.s4|29-45|anabolic steroids|group
DDI-DrugBank.d179.s4|122-136|benzodiazepines|group
DDI-DrugBank.d179.s4|146-150|xanax|drug
DDI-DrugBank.d179.s4|204-213|infectious|group
DDI-DrugBank.d179.s6|36-48|carbamazepine|group
DDI-DrugBank.d179.s6|75-83|phenytoin|drug
DDI-DrugBank.d179.s6|89-97|valproate|group
DDI-DrugBank.d179.s9|33-40|dantrium|drug
DDI-DrugBank.d179.s13|33-49|estrogenic agents|group
DDI-DrugBank.d179.s13|69-87|menstrual disorders|group
DDI-DrugBank.d179.s13|98-107|amenorrhea|group
DDI-DrugBank.d179.s13|112-125|oligomenorrhea|group
DDI-DrugBank.d179.s13|153-179|hormone replacement therapy|group
DDI-DrugBank.d179.s13|191-210|postmenopausal women|group
DDI-DrugBank.d179.s13|215-233|premenopausal women|group
DDI-DrugBank.d179.s13|240-260|symptoms of menopause|group
DDI-DrugBank.d179.s13|271-281|hot flashes|group
DDI-DrugBank.d179.s13|286-297|night sweats|group
DDI-DrugBank.d179.s13|335-351|premature puberty|group
DDI-DrugBank.d179.s13|356-360|girls|group
DDI-DrugBank.d179.s13|365-368|boys|group
DDI-DrugBank.d179.s13|385-397|early puberty|group
DDI-DrugBank.d179.s13|402-419|precocious puberty|group
DDI-DrugBank.d179.s18|18-23|trexan|group
DDI-DrugBank.d179.s18|61-70|naltrexone|drug_n
DDI-DrugBank.d179.s18|79-84|trexan|group
DDI-DrugBank.d179.s18|122-131|naltrexone|drug_n
DDI-DrugBank.d179.s18|159-173|antidepressants|group
DDI-DrugBank.d179.s18|178-194|antifungal agents|group
DDI-DrugBank.d179.s19|53-60|estrogen|group
DDI-DrugBank.d179.s19|65-74|progestins|group
DDI-DrugBank.d179.s19|118-127|thrombosis|group
DDI-DrugBank.d179.s19|133-140|embolism|group
DDI-DrugBank.d179.s23|21-28|Depakene|group
DDI-DrugBank.d179.s23|38-50|sulfapyridine|group
DDI-DrugBank.d179.s24|28-36|Lithostat|group
DDI-DrugBank.d179.s24|68-74|aspirin|drug
DDI-DrugBank.d179.s24|100-105|Valium|drug
DDI-DrugBank.d179.s24|132-138|luminal|drug
DDI-DrugBank.d179.s24|164-175|barbiturates|group
DDI-DrugBank.d179.s24|201-212|amphetamines|group
DDI-DrugBank.d179.s24|237-247|anesthetics|group
DDI-DrugBank.d179.s24|275-288|anticoagulants|group
DDI-DrugBank.d179.s24|319-335|antifungal agents|group
DDI-DrugBank.d179.s24|364-378|antineoplastics|group
DDI-DrugBank.d179.s24|409-425|antifungal agents|group
DDI-DrugBank.d179.s24|454-468|anticonvulsants|group
DDI-DrugBank.d179.s24|499-515|antifungal agents|group
DDI-DrugBank.d179.s32|17-23|Diasone|group
DDI-DrugBank.d179.s32|104-124|Staphylococcus aureus|group
DDI-DrugBank.d179.s32|130-151|Streptococcus pyogenes|group
DDI-DrugBank.d179.s32|156-163|neonates|group
DDI-DrugBank.d179.s32|169-175|infants|group
DDI-DrugBank.d179.s32|181-194|young children|group
DDI-DrugBank.d179.s32|199-220|complicated infections|group
DDI-DrugBank.d179.s32|226-242|severe infections|group
DDI-DrugBank.d179.s32|248-270|pre-surgical infections|group
DDI-DrugBank.d179.s32|276-300|pre-anesthesia infections|group
DDI-DrugBank.d179.s32|306-327|pre-surgery infections|group
DDI-DrugBank.d179.s32|347-367|impaired host defense|group
DDI-DrugBank.d179.s32|387-408|immunocompromised host|group
DDI-DrugBank.d179.s32|428-435|neonates|group
DDI-DrugBank.d179.s32|441-447|infants|group
DDI-DrugBank.d179.s32|453-466|young children|group
DDI-DrugBank.d179.s32|486-509|uncomplicated infections|group
DDI-DrugBank.d179.s35|18-25|Peganone|group
DDI-DrugBank.d179.s35|31-38|ethotoin|drug
DDI-DrugBank.d179.s38|20-25|Mexate|group
DDI-DrugBank.d179.s38|35-46|Methotrexate|group
DDI-DrugBank.d179.s38|154-165|Methotrexate|group
DDI-DrugBank.d179.s39|18-24|Almetec|group
DDI-DrugBank.d179.s39|34-40|Almetec|group
DDI-DrugBank.d179.s40|17-24|Dilantin|group
DDI-DrugBank.d179.s40|34-41|Dilantin|group
DDI-DrugBank.d179.s40|149-156|Dilantin|group
DDI-DrugBank.d639.s0|21-26|SUTENT|group
DDI-DrugBank.d639.s0|236-241|SUTENT|drug
DDI-DrugBank.d639.s1|54-72|tyrosase inhibitors|group
DDI-DrugBank.d639.s1|221-234|anticoagulants|drug
DDI-DrugBank.d639.s1|239-255|antifungal agents|group
DDI-DrugBank.d639.s1|260-270|antibiotics|brand
DDI-DrugBank.d639.s1|372-385|anticoagulants|group
DDI-DrugBank.d639.s1|522-538|antifungal agents|group
DDI-DrugBank.d639.s1|674-687|anticoagulants|group
DDI-DrugBank.d639.s1|692-702|antibiotics|brand
DDI-DrugBank.d639.s2|21-27| SUTENT|group
DDI-DrugBank.d639.s2|86-94|phenytoin|brand
DDI-DrugBank.d639.s2|97-109|carbamazepine|brand
DDI-DrugBank.d639.s2|112-119|rifampin|brand
DDI-DrugBank.d639.s2|122-130|rifabutin|brand
DDI-DrugBank.d639.s2|133-142|rifapentin|brand
DDI-DrugBank.d639.s2|145-157|phenobarbital|brand
DDI-DrugBank.d639.s2|189-194|SUTENT|group
DDI-DrugBank.d639.s4|0-9|Johns Wort|drug
DDI-DrugBank.d639.s4|24-29|SUTENT|group
DDI-DrugBank.d639.s5|19-24|SUTENT|group
DDI-DrugBank.d639.s6|0-9|Johns Wort|drug
DDI-DrugBank.d639.s7|70-83|anticoagulants|group
DDI-DrugBank.d639.s7|88-104|antifungal agents|group
DDI-DrugBank.d639.s7|110-138|CYP3A4 inhibitors or inducers|brand
DDI-DrugBank.d704.s0|0-31|alpha-adrenergic blocking agents|drug
DDI-DrugBank.d704.s0|33-47|FLOMAX capsules|drug
DDI-DrugBank.d704.s0|49-80|alpha-adrenergic blocking agents|drug
DDI-DrugBank.d704.s0|82-96|FLOMAX capsules|drug
DDI-DrugBank.d704.s0|98-129|alpha-adrenergic blocking agents|drug
DDI-DrugBank.d704.s0|131-145|FLOMAX capsules|drug
DDI-DrugBank.d704.s1|42-49|capsules|group
DDI-DrugBank.d704.s3|44-57|tamsulosin HCI|group
DDI-DrugBank.d704.s4|11-16|FLOMAX|group
DDI-DrugBank.d704.s6|74-87|anticoagulants|group
DDI-DrugBank.d704.s6|93-109|antifungal agents|group
DDI-DrugBank.d658.s0|32-43|testolactone|group
DDI-DrugBank.d658.s0|78-91|anticoagulants|group
DDI-DrugBank.d658.s1|0-12|anticoagulant|drug
DDI-DrugBank.d658.s1|18-31|anticoagulants|group
DDI-DrugBank.d658.s2|0-11|testolactone|drug
DDI-DrugBank.d658.s2|13-21|estradiol|drug
DDI-DrugBank.d658.s2|23-34|testosterone|drug
DDI-DrugBank.d658.s2|36-50|17-ketosteroids|drug
DDI-DrugBank.d658.s2|52-59|estrogen|drug
DDI-DrugBank.d658.s2|61-72|testosterone|drug
DDI-DrugBank.d658.s2|74-88|17-ketosteroids|drug
DDI-DrugBank.d658.s2|90-98|estradiol|drug
DDI-DrugBank.d658.s2|100-111|testosterone|drug
DDI-DrugBank.d658.s2|113-127|17-ketosteroids|drug
DDI-DrugBank.d658.s2|129-136|estrogen|drug
DDI-DrugBank.d658.s2|138-149|testosterone|drug
DDI-DrugBank.d658.s2|151-165|17-ketosteroids|drug
DDI-DrugBank.d658.s2|167-175|estradiol|drug
DDI-DrugBank.d658.s2|177-188|testosterone|drug
DDI-DrugBank.d658.s2|190-204|17-ketosteroids|drug
DDI-DrugBank.d658.s2|206-213|estrogen|drug
DDI-DrugBank.d658.s2|215-226|testosterone|drug
DDI-DrugBank.d658.s2|228-242|17-ketosteroids|drug
DDI-DrugBank.d658.s2|244-252|estradiol|drug
DDI-DrugBank.d658.s2|254-265|testosterone|drug
DDI-DrugBank.d658.s2|267-281|17-ketosteroids|drug
DDI-DrugBank.d658.s2|283-290|estrogen|drug
DDI-DrugBank.d658.s2|292-303|testosterone|drug
DDI-DrugBank.d658.s2|305-319|17-ketosteroids|drug
DDI-DrugBank.d658.s2|321-329|estradiol|drug
DDI-DrugBank.d658.s2|331-342|testosterone|drug
DDI-DrugBank.d766.s0|6-17|trimetrexate|drug
DDI-DrugBank.d766.s0|93-123|drug metabolizing enzyme system|group
DDI-DrugBank.d766.s0|184-195|trimetrexate|drug
DDI-DrugBank.d766.s1|41-52|trimetrexate|group
DDI-DrugBank.d766.s1|133-144|erythromycin|drug
DDI-DrugBank.d766.s1|147-154|rifampin|group
DDI-DrugBank.d766.s1|157-165|rifabutin|group
DDI-DrugBank.d766.s1|211-221|fluconazole|drug
DDI-DrugBank.d766.s2|56-65|cimetidine|group
DDI-DrugBank.d766.s2|159-171|acetaminophen|drug
DDI-DrugBank.d328.s1|46-52|prodrug|group
DDI-DrugBank.d328.s1|127-130|drug|group
DDI-DrugBank.d328.s2|20-29|valdecoxib|group
DDI-DrugBank.d328.s3|31-40|valdecoxib|group
DDI-DrugBank.d328.s3|69-76|CYP 2C19|group
DDI-DrugBank.d328.s3|79-88|valdecoxib|group
DDI-DrugBank.d328.s3|90-93|IC50|group
DDI-DrugBank.d328.s3|97-97|6|group
DDI-DrugBank.d328.s3|99-102|g/mL|group
DDI-DrugBank.d328.s3|107-108|19|group
DDI-DrugBank.d328.s3|110-110|M|group
DDI-DrugBank.d328.s3|117-123|CYP 2C9|group
DDI-DrugBank.d328.s3|126-135|valdecoxib|group
DDI-DrugBank.d328.s3|137-140|IC50|group
DDI-DrugBank.d328.s3|144-145|13|group
DDI-DrugBank.d328.s3|147-150|g/mL|group
DDI-DrugBank.d328.s3|155-156|41|group
DDI-DrugBank.d328.s3|158-158|M|group
DDI-DrugBank.d328.s3|185-191|CYP 2D6|group
DDI-DrugBank.d328.s3|194-203|valdecoxib|group
DDI-DrugBank.d328.s3|205-208|IC50|group
DDI-DrugBank.d328.s3|212-213|31|group
DDI-DrugBank.d328.s3|215-218|g/mL|group
DDI-DrugBank.d328.s3|223-225|100|group
DDI-DrugBank.d328.s3|227-227|M|group
DDI-DrugBank.d328.s3|234-240|CYP 3A4|group
DDI-DrugBank.d328.s3|243-252|valdecoxib|group
DDI-DrugBank.d328.s3|254-257|IC50|group
DDI-DrugBank.d328.s3|261-262|44|group
DDI-DrugBank.d328.s3|264-267|g/mL|group
DDI-DrugBank.d328.s5|44-53|valdecoxib|group
DDI-DrugBank.d328.s5|79-85|aspirin|brand
DDI-DrugBank.d328.s7|14-23|valdecoxib|group
DDI-DrugBank.d328.s7|114-125|methotrexate|drug
DDI-DrugBank.d328.s10|130-138|diuretics|group
DDI-DrugBank.d328.s10|141-150|furosemide|brand
DDI-DrugBank.d328.s12|29-43|Anticonvulsants|group
DDI-DrugBank.d328.s12|58-72|Anticonvulsants|group
DDI-DrugBank.d328.s12|78-92|Anticonvulsants|group
DDI-DrugBank.d328.s12|103-117|Anticonvulsants|group
DDI-DrugBank.d328.s12|132-146|Anticonvulsants|group
DDI-DrugBank.d328.s12|153-167|Anticonvulsants|group
DDI-DrugBank.d328.s12|182-196|Anticonvulsants|group
DDI-DrugBank.d328.s12|206-220|Anticonvulsants|group
DDI-DrugBank.d328.s12|235-249|Anticonvulsants|group
DDI-DrugBank.d328.s12|256-270|Anticonvulsants|group
DDI-DrugBank.d328.s12|285-299|Anticonvulsants|group
DDI-DrugBank.d328.s12|304-318|Anticonvulsants|group
DDI-DrugBank.d328.s12|333-347|Anticonvulsants|group
DDI-DrugBank.d328.s12|354-368|Anticonvulsants|group
DDI-DrugBank.d328.s12|383-397|Anticonvulsants|group
DDI-DrugBank.d328.s12|408-422|Anticonvulsants|group
DDI-DrugBank.d328.s13|31-40|valdecoxib|group
DDI-DrugBank.d328.s13|103-111|phenytoin|brand
DDI-DrugBank.d328.s14|99-111|anticoagulant|group
DDI-DrugBank.d328.s14|117-129|anticoagulant|group
DDI-DrugBank.d328.s14|135-150|antifungal agent|group
DDI-DrugBank.d328.s15|0-75|Drug interaction studies with other anticonvulsants have not been conducted.|drug
DDI-DrugBank.d328.s18|22-31|valdecoxib|group
DDI-DrugBank.d328.s18|94-109|dextromethorphan|drug
DDI-DrugBank.d328.s18|158-167|valdecoxib|group
DDI-DrugBank.d328.s19|8-23|dextromethorphan|drug
DDI-DrugBank.d328.s20|9-18|valdecoxib|group
DDI-DrugBank.d328.s20|75-81|lithium|group
DDI-DrugBank.d328.s20|176-182|lithium|group
DDI-DrugBank.d328.s21|98-103|BEXTRA|group
DDI-DrugBank.d328.s24|78-91|anticoagulants|group
DDI-DrugBank.d328.s24|196-209|anticoagulants|group
DDI-DrugBank.d328.s26|114-119|BEXTRA|group
DDI-DrugBank.d328.s28|42-51|valdecoxib|group
DDI-DrugBank.d328.s28|82-93|ketoconazole|group
DDI-DrugBank.d328.s28|99-109|fluconazole|group
DDI-DrugBank.d328.s28|158-167|valdecoxib|group
DDI-DrugBank.d328.s29|25-34|valdecoxib|group
DDI-DrugBank.d328.s29|79-89|fluconazole|group
DDI-DrugBank.d328.s29|124-135|ketoconazole|group
DDI-DrugBank.d328.s30|11-19|glyburide|group
DDI-DrugBank.d328.s31|20-29|valdecoxib|group
DDI-DrugBank.d328.s31|59-67|glyburide|group
DDI-DrugBank.d328.s31|142-150|glyburide|group
DDI-DrugBank.d328.s32|20-29|valdecoxib|group
DDI-DrugBank.d328.s32|80-88|glyburide|group
DDI-DrugBank.d328.s32|216-224|glyburide|group
DDI-DrugBank.d328.s33|20-29|valdecoxib|group
DDI-DrugBank.d328.s33|80-88|glyburide|drug
DDI-DrugBank.d328.s34|0-6|insulin|drug
DDI-DrugBank.d328.s35|47-56|valdecoxib|group
DDI-DrugBank.d328.s35|197-205|glyburide|drug
DDI-DrugBank.d328.s35|236-245|valdecoxib|group
DDI-DrugBank.d328.s36|20-28|glyburide|group
DDI-DrugBank.d328.s37|12-21|omeprazole|drug
DDI-DrugBank.d328.s39|22-31|valdecoxib|group
DDI-DrugBank.d328.s42|20-29|valdecoxib|group
DDI-DrugBank.d328.s42|63-72|omeprazole|group
DDI-DrugBank.d328.s43|21-30|Valdecoxib|group
DDI-DrugBank.d328.s43|112-142|norethindrone/ethinyl estradiol|group
DDI-DrugBank.d328.s44|20-29|valdecoxib|group
DDI-DrugBank.d328.s44|79-91|norethindrone|drug
DDI-DrugBank.d328.s44|97-113|ethinyl estradiol|drug
